,index,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
268,108274,225600,0,Cash loans,F,N,N,0,135000.0,573408.0,27715.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010643,-14437,-6585,-8436.0,-4278,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7179335609058566,,0.1361,0.1355,0.9866,0.8164,0.2353,0.0,0.4138,0.1667,0.2083,0.1391,0.1463,0.1636,0.0,0.0463,0.0945,0.1406,0.9866,0.8236,0.2374,0.0,0.4138,0.1667,0.2083,0.1423,0.1598,0.1704,0.0,0.049,0.1374,0.1355,0.9866,0.8189,0.2368,0.0,0.4138,0.1667,0.2083,0.1415,0.1488,0.1665,0.0,0.0473,reg oper account,block of flats,0.0782,"Stone, brick",No,0.0,0.0,0.0,0.0,-2385.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
269,141226,263739,0,Cash loans,F,N,Y,0,202500.0,284400.0,18643.5,225000.0,Family,Working,Higher education,Married,House / apartment,0.00496,-13006,-3812,-1235.0,-3488,,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Police,0.7346079025187814,0.7020834025155037,0.33285056416487313,0.0278,,0.9707,,,0.0,0.069,0.125,,,,0.0304,,,0.0284,,0.9707,,,0.0,0.069,0.125,,,,0.0316,,,0.0281,,0.9707,,,0.0,0.069,0.125,,,,0.0309,,,,block of flats,0.0245,"Stone, brick",No,3.0,0.0,3.0,0.0,-526.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
270,134013,255424,0,Cash loans,F,N,Y,2,40500.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-12532,-2366,-4469.0,-4525,,1,1,0,1,0,0,Laborers,4.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4342616183852859,0.7307857021466792,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
271,306058,454600,0,Cash loans,F,Y,Y,1,153000.0,592560.0,26230.5,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.005002,-19666,-4744,-2316.0,-3222,64.0,1,1,0,1,1,0,Managers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,School,0.8506655307466494,0.6641148197088871,,0.0722,0.07,0.9816,0.7484,0.0089,0.0,0.1379,0.1667,0.2083,0.08,0.0588,0.0666,0.0,0.0,0.0735,0.0726,0.9816,0.7583,0.0089,0.0,0.1379,0.1667,0.2083,0.0818,0.0643,0.0693,0.0,0.0,0.0729,0.07,0.9816,0.7518,0.0089,0.0,0.1379,0.1667,0.2083,0.0813,0.0599,0.0678,0.0,0.0,org spec account,block of flats,0.0572,Panel,No,2.0,0.0,2.0,0.0,-2098.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
272,292607,438975,0,Revolving loans,F,N,N,2,90000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.019101,-9830,-1291,-2941.0,-2513,,1,1,0,1,0,0,Sales staff,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,,0.3961393092421172,0.6313545365850379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
273,154304,278837,0,Cash loans,M,N,N,0,315000.0,1611072.0,63171.0,1440000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-10293,-435,-2330.0,-2849,,1,1,0,1,0,0,Laborers,2.0,1,1,THURSDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.5910114627659734,0.41534714488434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
274,121466,240817,0,Cash loans,M,Y,Y,0,135000.0,219042.0,26122.5,193500.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.022625,-10741,-1143,-4899.0,-3391,11.0,1,1,1,1,1,0,Sales staff,1.0,2,2,MONDAY,18,0,0,0,0,0,0,Self-employed,,0.6021891669714633,0.2851799046358216,0.4845,0.4749,0.9781,0.7008,0.2281,0.0,1.0,0.1667,0.2083,0.5479999999999999,0.395,0.4617,0.0,0.0,0.4937,0.4929,0.9782,0.7125,0.2302,0.0,1.0,0.1667,0.2083,0.5605,0.4316,0.48100000000000004,0.0,0.0,0.4892,0.4749,0.9781,0.7048,0.2295,0.0,1.0,0.1667,0.2083,0.5576,0.4019,0.47,0.0,0.0,reg oper account,block of flats,0.4895,Panel,No,1.0,0.0,1.0,0.0,-227.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
275,55977,164865,0,Cash loans,F,N,N,0,328500.0,343800.0,16155.0,225000.0,Unaccompanied,State servant,Higher education,Civil marriage,With parents,0.001276,-9932,-999,-4669.0,-1881,,1,1,0,1,1,0,Core staff,2.0,2,2,TUESDAY,4,0,0,0,0,0,0,School,0.4503125111221719,0.5906361205229455,0.14375805349116522,0.034,0.0346,0.9906,0.8708,0.0038,0.04,0.0345,0.3333,0.0417,0.0409,0.0269,0.043,0.0039,0.0101,0.0347,0.0359,0.9906,0.8759,0.0039,0.0403,0.0345,0.3333,0.0417,0.0419,0.0294,0.0448,0.0039,0.0107,0.0344,0.0346,0.9906,0.8725,0.0039,0.04,0.0345,0.3333,0.0417,0.0416,0.0274,0.0438,0.0039,0.0103,reg oper account,block of flats,0.0381,Panel,No,0.0,0.0,0.0,0.0,-1473.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
276,240901,378939,0,Cash loans,F,Y,Y,0,112500.0,457834.5,36301.5,378000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-11496,-1023,-232.0,-1275,20.0,1,1,0,1,0,0,,2.0,3,3,WEDNESDAY,10,0,0,0,1,1,0,Business Entity Type 3,0.24677961896331624,0.025134811861875262,0.14644206667896328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
277,142484,265208,0,Cash loans,M,Y,N,1,157500.0,679500.0,19867.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.020246,-13265,-2011,-1157.0,-4230,14.0,1,1,1,1,0,0,Laborers,3.0,3,3,WEDNESDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.2504669346258256,0.36992613698366855,0.520897599048938,0.1742,0.2123,0.9866,0.8164,0.028999999999999998,0.0,0.3448,0.1667,0.2083,0.1332,0.142,0.185,0.0,0.0,0.1775,0.2203,0.9866,0.8236,0.0293,0.0,0.3448,0.1667,0.2083,0.1362,0.1552,0.1927,0.0,0.0,0.1759,0.2123,0.9866,0.8189,0.0292,0.0,0.3448,0.1667,0.2083,0.1355,0.1445,0.1883,0.0,0.0,reg oper account,block of flats,0.1613,Panel,No,3.0,0.0,3.0,0.0,-795.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
278,271127,414312,0,Cash loans,F,N,Y,0,171000.0,1350000.0,47056.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-18839,-568,-8293.0,-2368,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4329482182835677,0.4614929372283058,0.7309873696832169,0.0654,0.0747,0.9876,0.83,0.0136,0.0,0.1476,0.1667,0.2083,0.0747,0.0532,0.0662,0.0016,0.0007,0.0609,0.0747,0.9876,0.8367,0.0,0.0,0.1379,0.1667,0.2083,0.0499,0.0533,0.0478,0.0,0.0,0.0625,0.07200000000000001,0.9876,0.8323,0.011000000000000001,0.0,0.1379,0.1667,0.2083,0.0713,0.0513,0.0632,0.0,0.0,reg oper account,block of flats,0.0387,Panel,No,0.0,0.0,0.0,0.0,-1472.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
279,49885,157744,0,Cash loans,M,Y,Y,2,180000.0,343800.0,13090.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-14937,-237,-1290.0,-4048,1.0,1,1,0,1,0,0,Laborers,4.0,3,3,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.5031890404212237,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
280,216348,350681,0,Cash loans,M,Y,N,0,180000.0,555273.0,18040.5,463500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-16338,-744,-514.0,-2646,3.0,1,1,0,1,0,1,Laborers,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.6101812833822955,0.7407990879702335,0.1485,0.0985,0.9806,0.7348,0.0181,0.16,0.1379,0.3333,0.375,0.0706,0.121,0.1467,0.0,0.0,0.1513,0.1022,0.9806,0.7452,0.0183,0.1611,0.1379,0.3333,0.375,0.0722,0.1322,0.1529,0.0,0.0,0.1499,0.0985,0.9806,0.7383,0.0182,0.16,0.1379,0.3333,0.375,0.0718,0.1231,0.1494,0.0,0.0,reg oper account,block of flats,0.1154,"Stone, brick",No,0.0,0.0,0.0,0.0,-1568.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
281,108706,226083,0,Cash loans,F,N,N,0,220500.0,1485000.0,40837.5,1485000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-22688,365243,-3104.0,-4302,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,17,0,0,0,0,0,0,XNA,,0.6260162635296216,0.5406544504453575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-184.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
282,40617,147040,0,Cash loans,F,N,N,1,72000.0,136512.0,5274.0,108000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.020246,-17625,-6336,-4773.0,-1188,,1,1,0,1,0,0,Waiters/barmen staff,2.0,3,3,WEDNESDAY,6,0,0,0,0,0,0,Other,,0.5526436002567325,0.363945238612397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1830.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
283,306097,454648,0,Cash loans,F,Y,Y,0,130500.0,765000.0,22495.5,765000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.025164,-20349,365243,-7239.0,-2367,4.0,1,0,0,1,0,0,,1.0,2,2,THURSDAY,7,0,0,0,0,0,0,XNA,,0.6534040980835072,0.31547215492577346,0.0495,0.0791,0.9742,0.6464,0.0059,0.0,0.1379,0.125,0.1667,0.0,0.0303,0.0331,0.0154,0.0369,0.0504,0.0821,0.9742,0.6602,0.0059,0.0,0.1379,0.125,0.1667,0.0,0.0331,0.0277,0.0156,0.039,0.05,0.0791,0.9742,0.6511,0.0059,0.0,0.1379,0.125,0.1667,0.0,0.0308,0.0337,0.0155,0.0377,reg oper account,block of flats,0.0392,"Stone, brick",No,7.0,0.0,7.0,0.0,-1218.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
284,127890,248329,1,Cash loans,F,N,N,0,112500.0,187704.0,13729.5,148500.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,With parents,0.030755,-9247,-121,-9247.0,-1911,,1,1,0,1,0,1,,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,,0.4136357699994091,0.2735646775174348,0.0691,0.0487,0.9757,0.6668,0.0169,0.04,0.0345,0.3333,0.0417,0.0163,0.0563,0.0468,0.0,0.0128,0.0704,0.0506,0.9757,0.6798,0.017,0.0403,0.0345,0.3333,0.0417,0.0167,0.0615,0.0487,0.0,0.0136,0.0697,0.0487,0.9757,0.6713,0.017,0.04,0.0345,0.3333,0.0417,0.0166,0.0573,0.0476,0.0,0.0131,reg oper account,block of flats,0.0509,"Stone, brick",No,4.0,0.0,4.0,0.0,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
285,160608,286183,0,Cash loans,F,Y,Y,0,270000.0,534204.0,28588.5,495000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007273999999999998,-13860,-2741,-8014.0,-5120,14.0,1,1,0,1,1,0,Sales staff,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Self-employed,0.5758783359354399,0.5358740401349877,0.6642482627052363,0.0289,0.0,0.9791,0.7144,0.0043,0.0,0.069,0.1042,0.0208,0.7573,0.0235,0.0236,0.0,0.0,0.0168,0.0,0.9757,0.6798,0.0044,0.0,0.069,0.0417,0.0,0.7745,0.0147,0.0156,0.0,0.0,0.0291,0.0,0.9791,0.7182,0.0044,0.0,0.069,0.1042,0.0208,0.7704,0.0239,0.0241,0.0,0.0,reg oper account,block of flats,0.0278,Block,No,0.0,0.0,0.0,0.0,-1551.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
286,171615,298899,0,Cash loans,M,Y,Y,0,135000.0,524493.0,27810.0,486000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.005313,-22801,365243,-8834.0,-4341,17.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,18,0,0,0,0,0,0,XNA,0.6920214442554533,0.6258165762682069,0.7165702448010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
287,237717,375347,0,Cash loans,F,N,Y,0,99000.0,132768.0,6916.5,90000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.003069,-22579,365243,-1194.0,-5253,,1,0,0,1,0,0,,1.0,3,3,SUNDAY,10,0,0,0,0,0,0,XNA,0.6881478741457664,0.6639391918621489,0.5867400085415683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-436.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
288,290608,436669,0,Cash loans,M,Y,Y,0,292500.0,343377.0,22486.5,283500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18193,-692,-16291.0,-1739,39.0,1,1,0,1,1,0,Security staff,2.0,3,3,FRIDAY,7,0,0,0,1,1,0,Industry: type 9,,0.2349912558425664,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-219.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
289,150740,274737,0,Cash loans,F,N,Y,1,85500.0,270000.0,15628.5,270000.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.005313,-18007,-10960,-6426.0,-1560,,1,1,1,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Government,,0.1560512337720162,0.41534714488434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-841.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
290,91722,206513,0,Cash loans,F,N,Y,1,135000.0,518562.0,25078.5,463500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-12019,-105,-6075.0,-461,,1,1,0,1,0,0,,3.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6566258897868186,0.2301588968634147,0.0722,0.0019,0.9791,0.7144,0.0084,0.0,0.1379,0.1667,0.2083,0.1057,0.0588,0.0631,0.0,0.0,0.0735,0.002,0.9791,0.7256,0.0085,0.0,0.1379,0.1667,0.2083,0.1081,0.0643,0.0657,0.0,0.0,0.0729,0.0019,0.9791,0.7182,0.0085,0.0,0.1379,0.1667,0.2083,0.1075,0.0599,0.0642,0.0,0.0,reg oper account,block of flats,0.0496,"Stone, brick",No,3.0,0.0,3.0,0.0,-964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
291,132695,253907,0,Cash loans,M,N,N,1,225000.0,417024.0,18499.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-16700,-2101,-2869.0,-229,,1,1,1,1,1,0,Secretaries,3.0,1,1,THURSDAY,16,0,0,0,0,0,0,Medicine,,0.7744253956760371,0.5937175866150576,0.9557,,0.9851,0.7959999999999999,,0.88,0.3793,0.625,0.5833,,0.7783,0.9893,0.0039,,0.9737,,0.9851,0.804,,0.8862,0.3793,0.625,0.5833,,0.8503,1.0,0.0039,,0.9649,,0.9851,0.7987,,0.88,0.3793,0.625,0.5833,,0.7918,1.0,0.0039,,reg oper spec account,block of flats,0.805,Panel,No,0.0,0.0,0.0,0.0,-1089.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
292,286330,431615,0,Cash loans,M,Y,N,0,180000.0,855000.0,24997.5,855000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-14713,-2986,-2569.0,-4063,7.0,1,1,1,1,1,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Government,0.3020510066342408,0.5998662120576996,0.7076993447402619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-331.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.0,0.0,8.0
293,182202,311181,0,Cash loans,M,N,Y,0,135000.0,1256400.0,44644.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-21632,-4056,-3471.0,-3991,,1,1,0,1,1,0,Drivers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.5186844950080564,,0.0361,,0.9697,,,0.0,0.0345,0.0833,,,,0.025,,0.0416,0.0368,,0.9697,,,0.0,0.0345,0.0833,,,,0.026000000000000002,,0.0441,0.0364,,0.9697,,,0.0,0.0345,0.0833,,,,0.0254,,0.0425,,block of flats,0.0287,Others,No,2.0,0.0,2.0,0.0,-1078.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
294,25843,130042,0,Cash loans,M,N,Y,2,202500.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-13429,-633,-3353.0,-4564,,1,1,0,1,1,0,Managers,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Industry: type 9,0.6407150281712178,0.6777236920587889,0.4632753280912678,0.033,,0.9737,,,0.0,0.069,0.125,,,,0.0242,,0.0053,0.0336,,0.9737,,,0.0,0.069,0.125,,,,0.0252,,0.0056,0.0333,,0.9737,,,0.0,0.069,0.125,,,,0.0246,,0.0054,,block of flats,0.0202,Block,No,2.0,0.0,2.0,0.0,-1741.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
295,179565,308081,0,Cash loans,F,Y,N,2,202500.0,1515415.5,57852.0,1354500.0,Family,State servant,Higher education,Married,House / apartment,0.011703,-15204,-4823,-5114.0,-5968,11.0,1,1,0,1,1,0,Core staff,4.0,2,2,FRIDAY,16,0,0,0,0,1,1,Police,,0.3531100359839019,0.6161216908872079,0.0082,0.0,0.9732,,,0.0,0.069,0.0417,,0.0151,,0.006,,0.0034,0.0084,0.0,0.9732,,,0.0,0.069,0.0417,,0.0155,,0.0063,,0.0036,0.0083,0.0,0.9732,,,0.0,0.069,0.0417,,0.0154,,0.0061,,0.0034,,block of flats,0.0068,"Stone, brick",No,0.0,0.0,0.0,0.0,-839.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
296,232273,369035,0,Revolving loans,F,N,Y,0,157500.0,270000.0,13500.0,270000.0,Family,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.04622,-7703,-639,-1587.0,-373,,1,1,0,1,0,0,Core staff,2.0,1,1,SUNDAY,16,0,0,0,1,1,1,Bank,0.5416791992785234,0.5290639012581889,0.4048783643353997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
297,213497,347393,0,Cash loans,F,N,N,0,180000.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-13969,-985,-7237.0,-5150,,1,1,0,1,0,0,Core staff,1.0,2,2,TUESDAY,9,1,1,0,1,1,0,Trade: type 3,0.4023888196359069,0.07140094027098062,0.4686596550493113,0.1485,0.1007,0.9866,,,0.24,0.2069,0.3333,,0.0129,,0.1799,,0.0061,0.1513,0.1045,0.9866,,,0.2417,0.2069,0.3333,,0.0132,,0.1874,,0.0065,0.1499,0.1007,0.9866,,,0.24,0.2069,0.3333,,0.0132,,0.1831,,0.0062,,block of flats,0.1428,Panel,No,1.0,0.0,1.0,0.0,-1724.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
298,228088,364192,0,Cash loans,F,N,N,0,180000.0,1800000.0,47614.5,1800000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-17984,-6057,-7209.0,-1540,,1,1,1,1,1,0,Managers,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Self-employed,,0.5012100650980968,0.6610235391308081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-1473.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
