,index,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
2028,289327,234829,5902774,Closed,currency 1,-1232,0,-623.0,-672.0,,0,472500.0,0.0,0.0,0.0,Consumer credit,-344,0.0
2029,289328,234829,5902775,Active,currency 1,-410,0,1416.0,,,0,2260624.5,1932534.0,0.0,0.0,Car loan,-41,53784.0
2030,289329,234829,5902777,Closed,currency 1,-2566,0,30887.0,-417.0,,0,399150.0,0.0,,0.0,Credit card,-674,0.0
2031,289330,234829,5902778,Closed,currency 1,-448,0,,-437.0,,0,9000.0,0.0,,0.0,Microloan,-437,0.0
2032,289331,234829,5902779,Closed,currency 1,-436,0,,-413.0,,0,13500.0,0.0,,0.0,Microloan,-413,0.0
2033,289332,234829,5902780,Closed,currency 1,-417,0,,-406.0,,0,27000.0,0.0,,0.0,Microloan,-406,0.0
2034,289333,234829,5902781,Closed,currency 1,-366,0,,-356.0,,0,6750.0,0.0,,0.0,Microloan,-356,0.0
2035,289334,234829,5902782,Closed,currency 1,-291,0,,-263.0,,0,4500.0,0.0,,0.0,Microloan,-263,0.0
2036,289335,234829,5902783,Closed,currency 1,-264,0,,-214.0,,0,11250.0,0.0,,0.0,Microloan,-214,0.0
2037,289336,234829,5902784,Closed,currency 1,-213,0,,-189.0,,0,4500.0,0.0,,0.0,Consumer credit,-189,0.0
2038,289337,234829,5902785,Closed,currency 1,-214,0,,-186.0,,0,9000.0,0.0,,0.0,Microloan,-186,0.0
2039,289338,234829,5902786,Closed,currency 1,-180,0,,-177.0,,0,4500.0,0.0,,0.0,Consumer credit,-177,0.0
2040,289339,234829,5902787,Closed,currency 1,-181,0,,-173.0,,0,6750.0,0.0,,0.0,Microloan,-173,0.0
2041,289340,234829,5902788,Closed,currency 1,-174,0,,-132.0,,0,22500.0,0.0,,0.0,Consumer credit,-132,0.0
2042,289341,234829,5902789,Closed,currency 1,-176,0,,-108.0,,0,31500.0,0.0,,0.0,Microloan,-108,0.0
2043,289342,234829,5902790,Closed,currency 1,-99,0,,-86.0,,0,4500.0,0.0,,0.0,Consumer credit,-86,0.0
2044,289343,234829,5902791,Closed,currency 1,-110,0,,-74.0,,0,9000.0,0.0,,0.0,Microloan,-74,0.0
2045,289344,234829,5902792,Closed,currency 1,-57,0,,-52.0,,0,9000.0,0.0,,0.0,Consumer credit,-52,0.0
2046,289345,234829,5902793,Closed,currency 1,-44,0,,-21.0,,0,13500.0,0.0,,0.0,Microloan,-21,0.0
2047,289346,234829,5902794,Closed,currency 1,-80,0,,-21.0,,0,13500.0,0.0,,0.0,Microloan,-21,0.0
2048,289347,234829,5902795,Active,currency 1,-22,0,,,,0,13500.0,5593.5,,0.0,Microloan,-5,5593.5
2049,289348,234829,5902796,Closed,currency 1,-2566,0,,-417.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-417,
2050,289349,234829,5902797,Active,currency 1,-574,0,,,0.0,0,78210.0,0.0,78210.0,0.0,Credit card,-36,7821.0
2051,289502,151933,5902974,Active,currency 1,-375,0,1241.0,,,0,0.0,0.0,0.0,0.0,Credit card,-53,
2052,289503,151933,5902975,Active,currency 1,-591,0,784.0,,,0,67500.0,60133.5,0.0,0.0,Credit card,-145,
2053,289504,151933,5902976,Active,currency 1,-712,0,384.0,,,0,237150.0,111406.5,0.0,0.0,Consumer credit,-36,9121.5
2054,290346,169749,5903953,Active,currency 1,-497,0,-132.0,,,0,103500.0,0.0,0.0,0.0,Consumer credit,-100,0.0
2055,290410,334933,5904024,Active,currency 1,-621,0,784.0,,,0,45000.0,43357.5,0.0,0.0,Credit card,-189,
2056,290411,334933,5904025,Active,currency 1,-623,0,198.0,,,0,594000.0,210573.0,0.0,0.0,Consumer credit,-41,28840.5
2057,290888,453205,5904639,Closed,currency 1,-2890,0,-2555.0,-2645.0,0.0,0,33984.0,0.0,0.0,0.0,Consumer credit,-2645,
2058,290889,453205,5904640,Closed,currency 1,-2801,0,-2405.0,-2495.0,0.0,0,39462.12,0.0,0.0,0.0,Consumer credit,-2495,
2059,290890,453205,5904641,Closed,currency 1,-2615,0,-1511.0,-1472.0,0.0,0,225000.0,0.0,0.0,0.0,Credit card,-1472,
2060,290891,453205,5904642,Closed,currency 1,-2524,0,-2188.0,-2217.0,0.0,0,75078.0,0.0,0.0,0.0,Consumer credit,-2217,
2061,290892,453205,5904643,Closed,currency 1,-2464,0,-2128.0,-2187.0,0.0,0,25061.85,0.0,0.0,0.0,Consumer credit,-2187,
2062,290893,453205,5904644,Closed,currency 1,-1735,0,-1400.0,-1459.0,0.0,0,25029.0,0.0,0.0,0.0,Consumer credit,-1459,
2063,290894,453205,5904645,Closed,currency 1,-2403,0,-1317.0,-1299.0,,0,1107054.0,0.0,0.0,0.0,Car loan,-745,
2064,290895,453205,5904646,Closed,currency 1,-1067,0,-701.0,-693.0,,0,137650.5,0.0,0.0,0.0,Consumer credit,-692,
2065,290896,453205,5904647,Closed,currency 1,-578,0,-213.0,-536.0,0.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-269,
2066,292505,308257,5906554,Closed,currency 1,-943,0,882.0,-455.0,0.0,0,3433500.0,,,0.0,Car loan,-455,
2067,294269,409562,5172259,Active,currency 1,-814,0,954.0,,0.0,0,0.0,-126000.0,126000.0,0.0,Credit card,-601,
2068,294270,409562,5172260,Closed,currency 1,-814,0,-418.0,-478.0,0.0,0,142938.0,0.0,0.0,0.0,Consumer credit,-478,
2069,294271,409562,5172261,Active,currency 1,-732,0,1107.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-610,
2070,294272,409562,5172262,Active,currency 1,-602,0,-206.0,,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-602,
2071,294273,409562,5172264,Closed,currency 1,-2491,0,-2185.0,-2180.0,,0,135828.0,0.0,0.0,0.0,Consumer credit,-784,
2072,294274,409562,5172265,Closed,currency 1,-2351,0,31179.0,-2107.0,,0,135000.0,0.0,0.0,0.0,Credit card,-487,
2073,294275,409562,5172267,Closed,currency 1,-456,0,-91.0,-121.0,,0,101430.0,0.0,0.0,0.0,Consumer credit,-119,
2074,294276,409562,5172268,Active,currency 1,-980,0,31179.0,,,0,0.0,0.0,0.0,0.0,Credit card,-14,
2075,294277,409562,5172269,Closed,currency 1,-989,0,-623.0,-805.0,,0,97884.0,0.0,0.0,0.0,Consumer credit,-781,
2076,294278,409562,5172270,Closed,currency 1,-1518,0,-968.0,-999.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-865,
2077,294279,409562,5172271,Closed,currency 1,-2490,0,-2185.0,-2211.0,,0,135828.0,0.0,,0.0,Consumer credit,-1718,
2078,294280,409562,5172272,Closed,currency 1,-512,0,-147.0,-175.0,0.0,0,82260.0,0.0,0.0,0.0,Consumer credit,-174,
2079,294281,409562,5172273,Active,currency 1,-286,0,446.0,,0.0,0,175410.0,125793.0,0.0,0.0,Consumer credit,-17,
2080,296746,166286,6580644,Closed,currency 1,-1354,0,-957.0,-986.0,,0,91227.42,0.0,,0.0,Consumer credit,-860,
2081,296747,166286,6580645,Closed,currency 1,-1354,0,-957.0,-986.0,,0,184299.255,0.0,,0.0,Consumer credit,-860,
2082,296748,166286,6580646,Active,currency 1,-927,0,899.0,,,0,4494150.0,3218886.0,,0.0,Car loan,-6,112905.0
2083,296832,263919,6580747,Active,currency 1,-574,0,520.0,,,0,247500.0,0.0,0.0,0.0,Credit card,-102,
2084,296833,263919,6580748,Active,currency 1,-1153,0,9805.0,,0.0,1,1253250.0,,,0.0,Credit card,-1103,
2085,297081,267019,6581071,Closed,currency 1,-447,0,-263.0,-261.0,,0,34020.0,0.0,0.0,0.0,Consumer credit,-260,
2086,297082,267019,6581072,Closed,currency 1,-59,0,,-26.0,,0,22500.0,0.0,,0.0,Consumer credit,-26,
2087,297083,267019,6581073,Active,currency 1,-1011,0,85.0,,6826.185,0,344387.745,29340.72,0.0,0.0,Consumer credit,-8,
2088,299252,230786,6311300,Closed,currency 1,-600,0,-235.0,-475.0,,0,97380.0,0.0,0.0,0.0,Consumer credit,-474,20482.515
2089,300170,139467,6312361,Closed,currency 1,-2651,0,-824.0,-931.0,,0,800464.5,0.0,,0.0,Car loan,-931,
2090,300171,139467,6312362,Closed,currency 1,-635,0,,-521.0,,0,4500.0,,,0.0,Consumer credit,-521,0.0
2091,300172,139467,6312363,Closed,currency 1,-790,0,-458.0,-436.0,,0,88195.5,,,0.0,Consumer credit,-426,
2092,300173,139467,6312365,Closed,currency 1,-1939,0,-1756.0,-1756.0,5599.17,0,37710.0,0.0,0.0,0.0,Consumer credit,-1756,0.0
2093,300174,139467,6312366,Closed,currency 1,-1212,0,-812.0,-812.0,0.0,0,96696.81,0.0,0.0,0.0,Consumer credit,-806,
2094,300175,139467,6312367,Closed,currency 1,-846,0,-654.0,-654.0,0.0,0,71653.5,,,0.0,Consumer credit,-649,
2095,300176,139467,6312368,Active,currency 1,-630,0,466.0,,0.0,0,1687500.0,,,0.0,Consumer credit,-49,0.0
2096,300177,139467,6312369,Active,currency 1,-613,0,10346.0,,0.0,0,119250.0,,,0.0,Credit card,-613,
2097,300178,139467,6312370,Active,currency 1,-96,0,269.0,,0.0,0,108212.49,92661.84,0.0,0.0,Consumer credit,-33,0.0
2098,300354,310553,6312572,Closed,currency 1,-1275,0,-544.0,-941.0,,0,50179.5,0.0,0.0,0.0,Consumer credit,-940,0.0
2099,300355,310553,6312573,Active,currency 1,-215,0,1611.0,,,0,810261.0,766575.0,0.0,0.0,Consumer credit,-26,26163.0
2100,300356,310553,6312574,Closed,currency 1,-481,0,65.0,-212.0,,0,253957.5,,,0.0,Consumer credit,-212,0.0
2101,300357,310553,6312575,Closed,currency 1,-254,0,-73.0,-210.0,0.0,0,20070.0,0.0,0.0,0.0,Consumer credit,-210,
2102,300631,140880,6312888,Active,currency 1,-447,0,1334.0,,,0,0.0,0.0,0.0,0.0,Credit card,-52,
2103,300632,140880,6312889,Active,currency 1,-447,0,1334.0,,,0,0.0,0.0,0.0,0.0,Credit card,-52,
2104,300633,140880,6312890,Closed,currency 1,-863,0,-651.0,-679.0,,0,233100.0,0.0,,0.0,Consumer credit,-674,
2105,300634,140880,6312891,Closed,currency 1,-2604,0,-2487.0,-2487.0,,0,38430.0,0.0,0.0,0.0,Consumer credit,-2472,0.0
2106,300635,140880,6312892,Closed,currency 1,-693,0,1133.0,-205.0,,0,171675.0,0.0,0.0,0.0,Consumer credit,-173,0.0
2107,300636,140880,6312893,Closed,currency 1,-715,0,1111.0,-258.0,,0,294300.0,0.0,0.0,0.0,Consumer credit,-255,0.0
2108,300637,140880,6312894,Closed,currency 1,-1333,0,-1224.0,-1224.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1219,9828.0
2109,300638,140880,6312895,Active,currency 1,-202,0,1624.0,,,0,351000.0,330705.0,0.0,0.0,Consumer credit,-19,9796.5
2110,300639,140880,6312896,Active,currency 1,-203,0,2354.0,,0.0,0,887400.0,853808.535,0.0,0.0,Consumer credit,-21,19649.295
2111,300640,140880,6312897,Closed,currency 1,-212,0,1614.0,-188.0,0.0,0,1771380.0,0.0,0.0,0.0,Consumer credit,-176,
2112,300641,140880,6312898,Closed,currency 1,-1819,0,-1088.0,-1666.0,6739.605,0,283252.5,0.0,0.0,0.0,Consumer credit,-1666,
2113,300698,188421,6312964,Active,currency 1,-674,0,604.0,,,0,157500.0,149629.5,0.0,0.0,Credit card,-93,
2114,300699,188421,6312965,Closed,currency 1,-1460,0,-1276.0,-1262.0,3982.005,0,25890.84,0.0,0.0,0.0,Consumer credit,-1262,
2115,305017,305987,6318342,Closed,currency 1,-1739,0,-643.0,-642.0,,0,187591.5,0.0,0.0,0.0,Consumer credit,-629,18000.0
2116,305018,305987,6318344,Active,currency 1,-1991,0,-519.0,,,0,45000.0,,,0.0,Credit card,-5,27000.0
2117,305390,394180,5853163,Closed,currency 1,-1200,0,-807.0,-806.0,,0,267750.0,0.0,,0.0,Credit card,-801,0.0
2118,305391,394180,5853164,Closed,currency 2,-859,0,-450.0,-449.0,,0,55800.0,0.0,,0.0,Credit card,-444,0.0
2119,305392,394180,5853165,Active,currency 1,-828,0,285.0,,,0,139500.0,0.0,,0.0,Credit card,-105,0.0
2120,305393,394180,5853166,Closed,currency 1,-827,0,-97.0,-97.0,,0,675000.0,0.0,,0.0,Consumer credit,-87,34650.0
2121,305394,394180,5853167,Active,currency 1,-304,0,792.0,,,0,1575000.0,1673613.0,,0.0,Consumer credit,-17,62050.5
2122,305395,394180,5853168,Active,currency 1,-157,0,30906.0,,,0,106933.5,76365.0,,0.0,Credit card,-17,0.0
2123,305396,394180,5853169,Active,currency 1,-860,0,30906.0,,,0,180000.0,107991.0,,0.0,Credit card,-17,0.0
2124,305397,394180,5853171,Closed,currency 1,-1003,0,-819.0,-819.0,0.0,0,33817.5,,,0.0,Consumer credit,-812,
2125,308252,149959,5856596,Active,currency 1,-796,0,1030.0,,,0,981000.0,589419.0,0.0,0.0,Consumer credit,-15,
2126,308253,149959,5856597,Closed,currency 1,-2549,0,-2383.0,-2369.0,,0,22257.0,,,0.0,Consumer credit,-2369,
2127,308254,149959,5856598,Active,currency 1,-176,0,31058.0,,,0,67500.0,0.0,,0.0,Credit card,-166,
2128,308255,149959,5856599,Active,currency 1,-586,0,149.0,,,0,73107.0,19525.5,,0.0,Consumer credit,-3,
2129,308575,144704,5856976,Active,currency 1,-78,0,653.0,,,0,53955.0,50904.0,0.0,0.0,Consumer credit,-16,
2130,308576,144704,5856977,Closed,currency 1,-1552,0,-821.0,-1146.0,,0,690777.0,0.0,,0.0,Car loan,-1146,
2131,308577,144704,5856978,Closed,currency 1,-973,0,-520.0,-520.0,0.0,0,235395.0,0.0,0.0,0.0,Consumer credit,-518,
2132,309996,270336,5858617,Closed,currency 1,-1180,0,-893.0,-323.0,,0,265500.0,0.0,0.0,0.0,Credit card,-320,0.0
2133,309997,270336,5858618,Active,currency 1,-249,0,56.0,,0.0,0,78093.945,25191.0,0.0,0.0,Consumer credit,-18,7099.47
2134,311527,160982,6056818,Closed,currency 1,-2682,0,-2378.0,-2155.0,0.0,0,98212.5,0.0,0.0,0.0,Consumer credit,-2154,
2135,311617,363601,6061890,Closed,currency 1,-2820,0,-2607.0,-2727.0,,0,42372.81,0.0,,0.0,Consumer credit,-918,
2136,311707,301126,6065582,Closed,currency 1,-1866,0,-1777.0,-1774.0,0.0,0,33484.5,,,0.0,Consumer credit,-1774,0.0
2137,311708,301126,6065583,Closed,currency 1,-2019,0,-1772.0,-1772.0,0.0,0,88488.0,,,0.0,Consumer credit,-1766,0.0
2138,312510,163620,6082561,Closed,currency 1,-1573,0,980.0,-511.0,0.0,0,225000.0,119245.05,173254.95,0.0,Credit card,-511,
2139,312511,163620,6082568,Active,currency 1,-842,0,984.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-660,
2140,312634,179583,6104778,Closed,currency 1,-1179,0,-84.0,-172.0,,0,222750.0,0.0,,0.0,Consumer credit,-169,0.0
2141,312635,179583,6104779,Closed,currency 1,-241,0,-63.0,-156.0,,0,1932340.5,0.0,,0.0,Consumer credit,-156,0.0
2142,312636,179583,6104782,Closed,currency 1,-2473,0,,-848.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-848,
2143,312972,440577,6106250,Active,currency 1,-458,0,1368.0,,,0,396000.0,228780.0,0.0,0.0,Consumer credit,-24,
2144,315641,301126,6065579,Closed,currency 1,-2021,0,-1809.0,-1838.0,,0,89261.595,0.0,,0.0,Consumer credit,-834,
2145,315642,301126,6065580,Active,currency 1,-497,0,759.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-98,
2146,315643,301126,6065581,Closed,currency 1,-527,0,-206.0,-206.0,,0,202500.0,0.0,,0.0,Consumer credit,-183,
2147,315776,328571,6065734,Closed,currency 1,-1775,0,-1682.0,-1655.0,,0,74439.0,0.0,0.0,0.0,Consumer credit,-998,0.0
2148,315777,328571,6065736,Closed,currency 1,-2694,0,-867.0,-1436.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-1262,0.0
2149,315778,328571,6065737,Active,currency 1,-572,0,158.0,,,0,900000.0,281452.5,0.0,0.0,Consumer credit,-21,0.0
2150,315779,328571,6065738,Active,currency 1,-1190,0,637.0,,,0,900000.0,485793.0,0.0,0.0,Consumer credit,-23,29151.0
2151,315780,328571,6065739,Active,currency 1,-169,0,926.0,,17024.49,0,490050.0,431615.07,0.0,0.0,Consumer credit,-23,18427.5
2152,315781,328571,6065740,Active,currency 1,-1294,0,532.0,,40586.04,0,2340000.0,899503.56,0.0,0.0,Car loan,-30,58077.0
2153,315782,328571,6065741,Closed,currency 1,-1111,0,-17.0,-16.0,17662.95,0,495000.0,0.0,0.0,0.0,Consumer credit,-16,
2154,315783,328571,6065742,Closed,currency 1,-1317,0,-222.0,-225.0,0.0,0,1080000.0,0.0,0.0,0.0,Consumer credit,-224,
2155,315784,328571,6065743,Closed,currency 1,-1774,0,-1682.0,-1682.0,0.0,0,74442.24,0.0,0.0,0.0,Consumer credit,-1682,
2156,315785,328571,6065744,Closed,currency 1,-1805,0,-924.0,-1288.0,0.0,2,315000.0,0.0,315000.0,0.0,Credit card,-1285,
2157,316149,100792,6066157,Closed,currency 1,-1811,0,-1080.0,-1322.0,0.0,0,89775.0,0.0,0.0,0.0,Consumer credit,-1322,
2158,316926,304375,6067046,Closed,currency 1,-983,0,-973.0,-973.0,,0,142335.0,0.0,0.0,0.0,Consumer credit,-943,0.0
2159,316927,304375,6067047,Closed,currency 1,-1124,0,-1122.0,-1122.0,,0,27877.5,0.0,0.0,0.0,Consumer credit,-943,0.0
2160,316928,304375,6067048,Closed,currency 1,-1122,0,-1113.0,-1113.0,,0,50400.0,0.0,0.0,0.0,Consumer credit,-943,0.0
2161,316929,304375,6067049,Closed,currency 1,-1440,0,-1212.0,-1212.0,,0,549936.0,0.0,0.0,0.0,Consumer credit,-943,0.0
2162,316930,304375,6067050,Closed,currency 1,-1189,0,-1007.0,-1099.0,,0,62995.5,0.0,,0.0,Consumer credit,-1089,0.0
2163,316931,304375,6067051,Closed,currency 1,-800,0,-785.0,-785.0,,0,95040.0,0.0,,0.0,Consumer credit,-781,0.0
2164,316932,304375,6067052,Active,currency 1,-72,0,,,0.0,0,139500.0,137947.5,1550.7,0.0,Credit card,-11,13950.0
2165,316933,304375,6067053,Active,currency 1,-344,0,204.0,,0.0,0,240750.0,127903.5,0.0,0.0,Consumer credit,-21,13374.99
2166,316934,304375,6067054,Closed,currency 1,-402,0,-387.0,-387.0,0.0,0,141480.0,0.0,0.0,0.0,Consumer credit,-382,
2167,316935,304375,6067055,Closed,currency 1,-580,0,-344.0,-344.0,0.0,0,187790.22,0.0,0.0,0.0,Consumer credit,-340,
2168,322050,283409,5533074,Closed,currency 1,-848,0,-118.0,-117.0,,0,93240.0,0.0,0.0,0.0,Consumer credit,-80,
2169,322051,283409,5533075,Active,currency 1,-730,0,628.0,,,0,135000.0,113296.5,0.0,0.0,Credit card,-21,
2170,322052,283409,5533076,Closed,currency 1,-1559,0,-1255.0,-1254.0,0.0,0,31518.0,0.0,0.0,0.0,Consumer credit,-1254,
2171,323357,131010,5534723,Active,currency 1,-800,0,1026.0,,,0,193500.0,137389.5,0.0,0.0,Consumer credit,-59,
2172,323358,131010,5534724,Active,currency 1,-1061,0,28.0,,,0,180000.0,162607.5,0.0,0.0,Credit card,-57,
2173,323359,131010,5534725,Active,currency 1,-155,0,577.0,,0.0,0,168884.055,147168.0,0.0,0.0,Consumer credit,-26,
2174,326926,301396,5538937,Closed,currency 1,-1441,0,-1200.0,-1200.0,0.0,0,88096.5,0.0,0.0,0.0,Consumer credit,-676,
2175,326927,301396,5538938,Closed,currency 1,-1197,0,630.0,-561.0,0.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-561,
2176,326928,301396,5538939,Closed,currency 1,-678,0,-311.0,-311.0,0.0,0,42770.16,0.0,0.0,0.0,Consumer credit,-305,
2177,328079,139087,5540354,Closed,currency 1,-1089,0,-854.0,-854.0,,0,410400.0,0.0,0.0,0.0,Consumer credit,-686,
2178,328080,139087,5540355,Closed,currency 1,-1491,0,-1124.0,-1118.0,,0,93478.5,0.0,0.0,0.0,Consumer credit,-709,
2179,328081,139087,5540356,Closed,currency 1,-1490,0,-1124.0,-1149.0,,0,93478.5,0.0,,0.0,Consumer credit,-1062,
2180,328082,139087,5540359,Active,currency 1,-1092,0,4.0,,,0,450000.0,232533.0,,0.0,Credit card,-671,
2181,328083,139087,5540360,Active,currency 1,-672,0,1154.0,,,0,675000.0,,,0.0,Consumer credit,-27,
2182,328084,139087,5540361,Closed,currency 1,-2874,0,-2509.0,-2598.0,0.0,0,113273.46,,,0.0,Consumer credit,-562,
2183,328085,139087,5540362,Active,currency 1,-2256,0,8701.0,,0.0,1,78300.0,,,0.0,Credit card,-21,
2184,328086,139087,5540363,Closed,currency 1,-1082,0,14.0,-851.0,0.0,0,225000.0,,,0.0,Consumer credit,-851,
2185,328087,139087,5540364,Active,currency 1,-854,0,972.0,,0.0,0,683550.0,,,0.0,Consumer credit,-29,
2186,328088,139087,5540365,Active,currency 1,-440,0,642.0,,0.0,0,335250.0,227074.5,0.0,0.0,Consumer credit,-19,
2187,328750,374877,5541224,Closed,currency 1,-651,0,-467.0,-464.0,,0,51300.0,0.0,0.0,0.0,Consumer credit,-463,0.0
2188,328751,374877,5541225,Closed,currency 1,-462,0,-281.0,-281.0,0.0,0,77812.155,0.0,0.0,0.0,Consumer credit,-276,
2189,328752,374877,5541226,Closed,currency 1,-976,0,-672.0,-672.0,3015.0,0,200115.0,0.0,0.0,0.0,Consumer credit,-668,
2190,330916,417808,5062418,Closed,currency 1,-571,0,-268.0,-359.0,0.0,0,128142.0,0.0,0.0,0.0,Consumer credit,-358,
2191,330917,417808,5062419,Closed,currency 1,-891,0,-618.0,-739.0,0.0,0,64620.0,0.0,0.0,0.0,Consumer credit,-739,
2192,330918,417808,5062420,Closed,currency 1,-1003,0,-819.0,-879.0,0.0,0,21060.0,0.0,0.0,0.0,Consumer credit,-879,
2193,330919,417808,5062422,Closed,currency 1,-1898,0,-1717.0,-1717.0,0.0,0,87736.5,0.0,0.0,0.0,Consumer credit,-1717,
2194,330920,417808,5062423,Closed,currency 1,-1986,0,-1682.0,-1803.0,0.0,0,48132.0,0.0,0.0,0.0,Consumer credit,-1681,
2195,331264,327957,5062831,Active,currency 1,-2891,0,-1779.0,,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-609,
2196,331265,327957,5062832,Active,currency 1,-480,0,-85.0,,0.0,0,111013.65,0.0,0.0,0.0,Consumer credit,-480,
2197,331266,327957,5062833,Closed,currency 1,-857,0,-616.0,-616.0,0.0,0,127296.0,0.0,0.0,0.0,Consumer credit,-616,
2198,331267,327957,5062834,Active,currency 1,-79,0,105.0,,0.0,0,38160.0,26451.0,0.0,0.0,Consumer credit,-17,
2199,332375,345096,5064232,Closed,currency 2,-2624,0,-2283.0,-2267.0,,0,3381480.0,0.0,0.0,0.0,Car loan,-779,
2200,332376,345096,5064233,Closed,currency 1,-2268,0,-445.0,-1239.0,,0,4590135.0,0.0,0.0,0.0,Car loan,-533,
2201,332377,345096,5064234,Active,currency 1,-363,0,747.0,,,0,540000.0,484474.5,0.0,0.0,Credit card,-59,
2202,332378,345096,5064235,Active,currency 1,-81,0,1745.0,,,0,5040000.0,5040000.0,0.0,0.0,Consumer credit,-56,
2203,332379,345096,5064236,Closed,currency 1,-1229,0,-498.0,-805.0,,0,866007.0,0.0,,0.0,Car loan,-805,
2204,334646,419743,6410304,Active,currency 1,-914,0,-3.0,,,0,186480.0,7731.0,0.0,0.0,Consumer credit,-29,7848.0
2205,334831,234586,6410518,Closed,currency 1,-717,0,-533.0,-617.0,,0,26955.0,0.0,0.0,0.0,Consumer credit,-615,37755.0
2206,334832,234586,6410519,Closed,currency 1,-2183,0,-1089.0,-1082.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-1042,
2207,334833,234586,6410521,Closed,currency 1,-2609,0,-782.0,-1064.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-1042,37755.0
2208,334834,234586,6410522,Closed,currency 1,-2384,0,-558.0,-847.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-729,40500.0
2209,334835,234586,6410523,Active,currency 1,-652,0,441.0,,,0,405000.0,405000.0,0.0,0.0,Credit card,-13,
2210,334836,234586,6410524,Closed,currency 1,-292,0,804.0,-82.0,,0,548010.0,,,0.0,Consumer credit,-80,37755.0
2211,334837,234586,6410525,Closed,currency 1,-343,0,,-84.0,,0,450000.0,,,0.0,Credit card,-80,37755.0
2212,334838,234586,6410526,Closed,currency 1,-339,0,56.0,-274.0,0.0,0,29205.0,0.0,0.0,0.0,Consumer credit,-274,40500.0
2213,334839,234586,6410528,Active,currency 1,-840,0,986.0,,1644.885,0,1215000.0,863566.74,0.0,0.0,Consumer credit,-18,
2214,336785,322518,6412842,Closed,currency 1,-1544,0,-1332.0,-1360.0,,0,149478.39,0.0,,0.0,Consumer credit,-837,
2215,336786,322518,6412843,Closed,currency 1,-1334,0,-1150.0,-1152.0,,0,99000.0,0.0,0.0,0.0,Consumer credit,-1152,
2216,336787,322518,6412844,Active,currency 1,-284,22,1542.0,,,0,827181.0,767110.5,0.0,121.5,Consumer credit,-18,
2217,336788,322518,6412845,Active,currency 1,-886,0,,,0.0,0,220500.0,0.0,220500.0,0.0,Credit card,-41,
2218,336789,322518,6412846,Active,currency 1,-2254,0,-1979.0,,4058.01,0,33300.0,0.0,0.0,0.0,Consumer credit,-110,
2219,337412,145380,6413602,Active,currency 1,-204,0,1622.0,,,0,2421000.0,2283894.0,0.0,0.0,Consumer credit,-17,
2220,337776,366865,6414036,Closed,currency 1,-1834,0,-445.0,-444.0,,0,135000.0,0.0,0.0,0.0,Credit card,-440,
2221,337777,366865,6414037,Closed,currency 1,-1628,0,-1446.0,-1443.0,,0,126765.0,0.0,0.0,0.0,Consumer credit,-920,
2222,337778,366865,6414038,Closed,currency 1,-1093,0,-179.0,-107.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-88,
2223,337779,366865,6414039,Active,currency 1,-196,0,535.0,,,0,360000.0,281493.0,0.0,0.0,Consumer credit,-10,
2224,337780,366865,6414040,Closed,currency 1,-1627,0,-1446.0,-1446.0,,0,126765.0,0.0,,0.0,Consumer credit,-1272,
2225,337781,366865,6414041,Closed,currency 1,-1903,0,-1809.0,-1809.0,,0,126319.5,0.0,,0.0,Consumer credit,-1272,
2226,337782,366865,6414042,Active,currency 1,-518,0,212.0,,,0,154890.0,,,0.0,Consumer credit,-27,
2227,337783,366865,6414043,Closed,currency 1,-963,0,-46.0,-46.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-39,
2228,341181,392384,6074001,Closed,currency 1,-1991,0,-896.0,-80.0,,0,360000.0,,,0.0,Consumer credit,-73,
2229,341548,423515,6074429,Closed,currency 1,-2424,0,-2028.0,-2057.0,,0,73664.64,0.0,,0.0,Consumer credit,-817,51039.0
2230,342392,382877,5732516,Active,currency 1,-205,0,7.0,,,0,72250.92,0.0,,0.0,Consumer credit,-34,
2231,342393,382877,5732517,Active,currency 1,-50,0,864.0,,,0,688500.0,671553.0,0.0,0.0,Consumer credit,-16,31095.0
