,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
12970,2221079,2776284,233892,-66,5.0,3.0,Active,0,0
12971,2221097,1130433,129750,-56,12.0,12.0,Signed,0,0
12972,2221122,1153714,301612,-13,36.0,28.0,Active,0,0
12973,2221255,1460716,371365,-42,3.0,3.0,Active,0,0
12974,2221483,1117552,270719,-3,12.0,5.0,Active,0,0
12975,2221484,1439814,379127,-3,12.0,7.0,Active,0,0
12976,2221669,1389499,336098,-2,22.0,0.0,Completed,0,0
12977,2221896,2459597,223585,-12,30.0,20.0,Active,0,0
12978,2221950,2827417,132109,-11,36.0,14.0,Active,0,0
12979,2222090,1783103,125267,-17,12.0,12.0,Active,0,0
12980,2222232,2182030,403946,-41,6.0,5.0,Active,0,0
12981,2222453,1410753,279779,-26,7.0,0.0,Completed,0,0
12982,2222633,2661456,150359,-8,36.0,36.0,Active,0,0
12983,2223217,2343521,375040,-6,12.0,8.0,Active,0,0
12984,2223267,1531051,427667,-59,12.0,4.0,Active,0,0
12985,2223419,2068860,355045,-57,12.0,5.0,Active,0,0
12986,2223488,2728805,383428,-47,12.0,10.0,Active,0,0
12987,2223501,2623796,167947,-48,6.0,3.0,Active,0,0
12988,2223741,2343521,375040,-3,12.0,5.0,Active,0,0
12989,2223904,2558682,267649,-54,12.0,9.0,Active,0,0
12990,2224005,1711094,295235,-38,36.0,22.0,Active,0,0
12991,2224038,1950739,375602,-35,24.0,24.0,Active,0,0
12992,2224121,2343575,125972,-58,12.0,0.0,Completed,0,0
12993,2224243,1910266,439225,-39,24.0,22.0,Active,0,0
12994,2224257,1968571,409798,-49,23.0,8.0,Active,0,0
12995,2224270,1395179,278225,-54,7.0,0.0,Completed,0,0
12996,2224383,2486340,337070,-19,12.0,9.0,Active,0,0
12997,2224563,1948156,336515,-41,36.0,32.0,Active,0,0
12998,2224713,1585969,302749,-35,30.0,28.0,Active,0,0
12999,2224959,2525472,392871,-38,6.0,1.0,Active,0,0
13000,2225433,2824428,122271,-21,24.0,16.0,Active,0,0
13001,2225451,1270718,391338,-19,12.0,10.0,Active,0,0
13002,2226014,2403020,148217,-20,6.0,1.0,Active,0,0
13003,2226051,1316925,152493,-32,30.0,14.0,Active,0,0
13004,2226181,2707902,281808,-12,12.0,9.0,Active,0,0
13005,2226244,1812316,181662,-41,14.0,2.0,Active,0,0
13006,2226325,2665684,320642,-15,12.0,10.0,Active,0,0
13007,2226554,2341307,348364,-24,10.0,6.0,Active,0,0
13008,2226672,1233836,136738,-1,24.0,21.0,Active,0,0
13009,2226821,1316925,152493,-45,30.0,28.0,Active,0,0
13010,2226824,1574362,157892,-54,24.0,18.0,Active,18,0
13011,2227098,2369613,100792,-48,42.0,42.0,Active,0,0
13012,2227165,1159116,213306,-49,12.0,5.0,Active,0,0
13013,2227664,2292993,331304,-39,30.0,22.0,Active,0,0
13014,2227690,1374551,433269,-47,30.0,28.0,Active,0,0
13015,2228093,2403020,148217,-24,6.0,5.0,Active,0,0
13016,2228106,1686732,272706,-21,10.0,3.0,Active,0,0
13017,2228158,1076031,436665,-15,24.0,16.0,Active,0,0
13018,2228384,1417904,398644,-41,24.0,20.0,Active,0,0
13019,2228392,1308066,311670,-38,12.0,2.0,Active,0,0
13020,2228942,1686069,384656,-42,12.0,1.0,Active,0,0
13021,2229037,1359612,185479,-56,12.0,4.0,Active,0,0
13022,2229137,2293759,162424,-20,7.0,0.0,Completed,0,0
13023,2229173,2558833,340198,-21,8.0,6.0,Active,0,0
13024,2229261,2518298,379048,-41,24.0,23.0,Active,0,0
13025,2229459,1451418,425930,-54,12.0,3.0,Active,0,0
13026,2229546,1673047,452819,-24,6.0,3.0,Active,0,0
13027,2229555,2510420,155444,-22,6.0,5.0,Active,0,0
13028,2229771,1736513,228503,-2,12.0,5.0,Active,0,0
13029,2229785,1624841,114327,-6,2.0,0.0,Completed,0,0
13030,2229827,1619871,308082,-4,12.0,12.0,Active,0,0
13031,2229836,1736513,228503,-5,12.0,8.0,Active,0,0
13032,2229992,1647221,400619,-40,12.0,10.0,Active,0,0
13033,2230199,2663339,109021,-41,30.0,29.0,Active,0,0
13034,2230359,1155353,251248,-58,8.0,0.0,Completed,0,0
13035,2230367,2300382,196486,-58,12.0,5.0,Active,0,0
13036,2230697,2271249,413627,-31,24.0,6.0,Active,0,0
13037,2230971,1398062,117639,-15,24.0,3.0,Active,1,1
13038,2231079,1514763,331090,-22,24.0,21.0,Active,0,0
13039,2231436,2644880,429644,-19,30.0,28.0,Active,0,0
13040,2231842,2425483,448690,-15,48.0,26.0,Active,0,0
13041,2231885,1444449,109447,-15,42.0,24.0,Active,0,0
13042,2231961,1284894,331908,-78,6.0,5.0,Active,0,0
13043,2231999,1853770,188611,-79,10.0,8.0,Active,0,0
13044,2232068,1853770,188611,-76,10.0,5.0,Active,0,0
13045,2232190,1381164,220313,-95,10.0,4.0,Active,0,0
13046,2232369,1925694,334555,-16,42.0,38.0,Active,0,0
13047,2232376,1561040,398101,-8,60.0,56.0,Active,0,0
13048,2232380,1565040,288210,-13,42.0,38.0,Active,0,0
13049,2232547,2613522,256187,-18,15.0,0.0,Completed,0,0
13050,2232628,1035674,177070,-23,36.0,35.0,Active,0,0
13051,2232964,1561473,202282,-76,4.0,1.0,Active,2,0
13052,2233333,2421566,440637,-23,12.0,4.0,Active,0,0
13053,2233343,2335744,257304,-31,12.0,12.0,Active,0,0
13054,2233386,2712659,101649,-15,18.0,6.0,Active,0,0
13055,2233647,1195400,407588,-15,60.0,58.0,Active,0,0
13056,2234225,1254507,453205,-23,36.0,32.0,Active,0,0
13057,2234345,2632008,432622,-22,6.0,5.0,Active,0,0
13058,2234434,1394083,168520,-53,24.0,23.0,Active,0,0
13059,2234446,1995122,407932,-43,6.0,4.0,Active,0,0
13060,2234467,2157760,257000,-32,36.0,36.0,Active,0,0
13061,2234612,1305389,415999,-6,12.0,4.0,Active,0,0
13062,2234679,1435663,284895,-21,6.0,0.0,Completed,0,0
13063,2235104,2216276,404555,-22,24.0,11.0,Active,0,0
13064,2235122,1817346,375015,-21,24.0,21.0,Active,0,0
13065,2235253,2837486,105461,-48,12.0,1.0,Active,0,0
13066,2235341,1974271,220941,-23,24.0,24.0,Active,0,0
13067,2235391,1647509,266288,-22,12.0,12.0,Active,0,0
13068,2235675,1585969,302749,-25,30.0,18.0,Active,0,0
13069,2235749,2258238,190686,-14,4.0,0.0,Completed,0,0
13070,2236167,1736594,174444,-26,24.0,23.0,Active,0,0
13071,2236276,2022918,367502,-80,4.0,2.0,Active,0,0
13072,2236367,2407514,245063,-75,10.0,8.0,Active,0,0
13073,2236408,2652751,399738,-66,10.0,4.0,Active,0,0
13074,2236531,1000916,442915,-16,24.0,1.0,Active,1,1
13075,2236565,1455882,237768,-21,36.0,36.0,Active,0,0
13076,2236856,1069793,435099,-16,18.0,17.0,Active,0,0
13077,2236880,1952235,310463,-53,12.0,4.0,Active,0,0
13078,2236914,2704580,155444,-50,12.0,2.0,Active,0,0
13079,2237154,1739607,334279,-48,24.0,20.0,Active,0,0
13080,2237464,2811072,242266,-14,60.0,53.0,Active,0,0
13081,2237483,2464472,347011,-17,24.0,17.0,Active,0,0
13082,2237654,1711831,240793,-13,,,Approved,0,0
13083,2237729,1752587,121850,-33,12.0,11.0,Active,0,0
13084,2238174,1277244,162982,-13,12.0,8.0,Active,0,0
13085,2238200,2726735,166025,-53,24.0,19.0,Active,0,0
13086,2238283,1266731,154913,-45,24.0,18.0,Active,0,0
13087,2238393,1606442,112112,-14,48.0,11.0,Active,0,0
13088,2238607,2010881,134812,-23,30.0,21.0,Active,0,0
13089,2238911,2477290,323969,-23,18.0,9.0,Active,0,0
13090,2239139,1767334,112552,-22,24.0,11.0,Active,0,0
13091,2239422,1937954,294373,-22,18.0,15.0,Active,0,0
13092,2239491,2130080,396970,-82,8.0,5.0,Active,0,0
13093,2239584,1013203,242491,-54,24.0,19.0,Active,0,0
13094,2239921,1517457,432788,-22,18.0,17.0,Active,0,0
13095,2240137,2558404,435533,-23,12.0,1.0,Active,0,0
13096,2240246,2364018,378107,-84,11.0,10.0,Active,0,0
13097,2240303,2384313,446535,-32,12.0,6.0,Active,0,0
13098,2240556,2077131,150075,-17,12.0,5.0,Active,0,0
13099,2240692,2516735,395682,-45,24.0,19.0,Active,0,0
13100,2240775,2826990,312804,-22,18.0,11.0,Active,0,0
13101,2240927,2668597,371106,-85,24.0,18.0,Active,0,0
13102,2241293,1676479,366865,-75,8.0,1.0,Active,0,0
13103,2241454,2772826,126051,-44,12.0,7.0,Active,0,0
13104,2241557,2745033,154155,-76,10.0,9.0,Active,0,0
13105,2242129,2360477,319947,-85,7.0,2.0,Active,0,0
13106,2242816,2729523,306382,-28,24.0,9.0,Active,0,0
13107,2242935,2056717,364547,-86,8.0,4.0,Active,0,0
13108,2243055,1396319,176236,-31,18.0,16.0,Active,0,0
13109,2243100,1032072,340104,-55,10.0,10.0,Active,0,0
13110,2243359,2164294,370025,-42,24.0,16.0,Active,0,0
13111,2243420,1492038,302400,-66,10.0,1.0,Active,0,0
13112,2243818,1209998,279779,-23,24.0,20.0,Active,0,0
13113,2243871,1799693,332829,-33,18.0,15.0,Active,0,0
13114,2244085,1076469,374341,-22,24.0,7.0,Active,0,0
13115,2244405,1012063,156590,-15,42.0,39.0,Active,0,0
13116,2244727,2492751,214188,-22,60.0,60.0,Active,0,0
13117,2244846,1249634,200987,-76,6.0,1.0,Active,0,0
13118,2245149,1305859,387408,-19,24.0,18.0,Active,0,0
13119,2245339,2414391,181971,-22,30.0,24.0,Active,0,0
13120,2245419,2003098,139201,-84,4.0,2.0,Active,0,0
13121,2245496,2261689,318900,-27,24.0,13.0,Active,0,0
13122,2245970,1572206,357372,-13,6.0,5.0,Active,0,0
13123,2245994,1977983,332161,-89,9.0,5.0,Active,0,0
13124,2246033,2246002,378610,-90,5.0,0.0,Active,0,0
13125,2246172,1721133,415140,-45,4.0,0.0,Completed,0,0
13126,2247628,1219943,441121,-96,10.0,2.0,Active,0,0
13127,2248144,1712129,188120,-53,12.0,8.0,Active,0,0
13128,2248452,2165858,115196,-96,9.0,5.0,Active,0,0
13129,2248466,2619300,214188,-32,30.0,20.0,Active,0,0
13130,2248550,1549369,317944,-23,6.0,3.0,Active,0,0
13131,2248859,1310690,265216,-87,10.0,6.0,Active,0,0
13132,2249081,2363633,143707,-47,10.0,10.0,Active,0,0
13133,2249142,1691329,406885,-91,12.0,9.0,Active,0,0
13134,2249234,1180751,132490,-77,10.0,3.0,Active,0,0
13135,2249334,1398062,117639,-33,24.0,22.0,Active,0,0
13136,2249394,1121434,230786,-89,9.0,1.0,Active,0,0
13137,2249457,2803820,327957,-77,9.0,7.0,Active,0,0
13138,2249494,2701638,138084,-87,10.0,6.0,Active,0,0
13139,2249741,1664416,146451,-55,12.0,11.0,Active,0,0
13140,2250279,2344680,454600,-24,42.0,36.0,Active,0,0
13141,2250576,1922410,255569,-26,42.0,37.0,Active,0,0
13142,2250893,1691329,406885,-90,12.0,8.0,Active,0,0
13143,2251003,1897700,241961,-96,10.0,0.0,Active,0,0
13144,2251356,2216538,437972,-34,36.0,36.0,Active,0,0
13145,2251457,2458238,358732,-81,8.0,0.0,Completed,0,0
13146,2251460,1006430,347011,-81,4.0,0.0,Completed,0,0
13147,2251768,1547462,131572,-26,12.0,7.0,Active,0,0
13148,2251811,2140266,243873,-96,4.0,0.0,Active,0,0
13149,2252528,1165078,435228,-48,24.0,24.0,Active,0,0
13150,2252588,2394650,193479,-95,10.0,3.0,Active,0,0
13151,2252959,2743619,117154,-82,12.0,11.0,Active,0,0
13152,2253040,1797053,293335,-71,9.0,1.0,Active,0,0
13153,2253087,2824605,266288,-24,18.0,18.0,Active,0,0
13154,2253755,1498395,448447,-54,7.0,5.0,Active,0,0
13155,2253792,1469722,152749,-92,10.0,8.0,Active,0,0
13156,2253856,1386716,444792,-70,12.0,4.0,Active,0,0
13157,2254248,1326541,336098,-53,12.0,4.0,Active,0,0
13158,2254434,1337221,350511,-10,36.0,2.0,Active,0,0
13159,2254634,1262623,412801,-93,5.0,0.0,Completed,0,0
13160,2254726,2414391,181971,-10,30.0,12.0,Active,0,0
13161,2254732,2642944,115196,-9,30.0,16.0,Active,0,0
13162,2255213,1874934,335506,-62,18.0,13.0,Active,0,0
13163,2255261,2691219,146621,-88,6.0,1.0,Active,0,0
13164,2255690,1065426,159099,-17,12.0,6.0,Active,0,0
13165,2255796,2835834,340701,-12,36.0,24.0,Active,0,0
13166,2256229,1794734,430030,-69,6.0,5.0,Active,0,0
13167,2256381,2673390,255156,-14,12.0,8.0,Active,0,0
13168,2256612,1065426,159099,-21,12.0,10.0,Active,0,0
13169,2256791,1204674,266699,-11,30.0,1.0,Active,0,0
13170,2256848,1720997,394218,-15,24.0,1.0,Active,0,0
13171,2256869,1388639,121850,-15,30.0,13.0,Active,0,0
13172,2256899,2174511,333589,-14,30.0,14.0,Active,0,0
13173,2256961,2174511,333589,-26,30.0,26.0,Active,0,0
13174,2256977,1799823,313509,-11,36.0,25.0,Active,0,0
13175,2257164,2748573,447142,-13,60.0,50.0,Active,0,0
13176,2257221,1799693,332829,-27,18.0,9.0,Active,0,0
13177,2257410,1590342,426907,-24,36.0,36.0,Active,0,0
13178,2257489,2641620,394218,-15,18.0,8.0,Active,0,0
13179,2257570,2228206,188421,-76,8.0,2.0,Active,0,0
13180,2257709,1076469,374341,-26,24.0,11.0,Active,0,0
13181,2258093,2727360,312393,-24,24.0,17.0,Active,0,0
13182,2258319,1962054,234829,-21,8.0,0.0,Completed,0,0
13183,2258921,1822171,121850,-51,6.0,3.0,Active,0,0
13184,2259078,1005170,319566,-30,4.0,0.0,Completed,0,0
13185,2259222,2317523,455975,-94,10.0,6.0,Active,0,0
13186,2259800,1032772,219273,-27,24.0,14.0,Active,0,0
13187,2259954,1869859,133570,-51,12.0,9.0,Active,0,0
13188,2260192,1108145,347393,-92,6.0,0.0,Active,0,0
13189,2260223,2258238,190686,-15,12.0,9.0,Active,0,0
13190,2260339,2474583,207107,-30,42.0,36.0,Active,0,0
13191,2260345,2211182,255900,-31,48.0,48.0,Active,0,0
13192,2260362,1970296,264078,-30,24.0,22.0,Active,0,0
13193,2260388,2804998,144559,-29,6.0,6.0,Active,0,0
13194,2260664,1995122,407932,-42,6.0,3.0,Active,0,0
13195,2260861,1590342,426907,-20,36.0,32.0,Active,0,0
13196,2260965,1420134,172271,-15,24.0,20.0,Active,0,0
13197,2261095,1139684,420263,-15,24.0,16.0,Active,0,0
13198,2261122,1720997,394218,-21,24.0,7.0,Active,0,0
13199,2261169,2328809,343823,-20,14.0,0.0,Active,0,0
13200,2261262,1794734,430030,-67,6.0,3.0,Active,0,0
13201,2261392,2818995,454648,-12,24.0,20.0,Active,0,0
13202,2261697,2627202,374341,-14,60.0,51.0,Active,0,0
13203,2261935,2575557,200987,-9,60.0,51.0,Active,0,0
13204,2262039,2552650,455102,-41,24.0,20.0,Active,0,0
13205,2262165,2098883,252782,-31,36.0,35.0,Active,0,0
13206,2262246,1890144,199878,-15,24.0,15.0,Active,0,0
13207,2262250,1799823,313509,-5,36.0,19.0,Active,0,0
13208,2262261,1594899,183222,-96,12.0,10.0,Active,0,0
13209,2262767,1594899,183222,-92,12.0,6.0,Active,0,0
13210,2263628,1577865,144559,-19,36.0,26.0,Active,0,0
13211,2263857,2159394,378398,-7,6.0,3.0,Active,0,0
13212,2264284,1204674,266699,-27,30.0,18.0,Active,0,0
13213,2264347,1729614,394786,-7,36.0,29.0,Active,0,0
13214,2264471,1714897,246131,-18,6.0,3.0,Active,0,0
13215,2264506,2095189,212899,-65,9.0,3.0,Active,0,0
13216,2264845,1209998,279779,-27,24.0,24.0,Signed,0,0
13217,2265030,1747876,252397,-94,6.0,0.0,Active,0,0
13218,2265269,2006237,166573,-17,36.0,20.0,Active,0,0
13219,2265382,2095189,212899,-67,9.0,5.0,Active,0,0
13220,2265489,2225944,379274,-5,12.0,9.0,Active,0,0
13221,2265581,1751404,392463,-24,36.0,28.0,Active,0,0
13222,2265591,2014864,321253,-27,48.0,29.0,Active,0,0
13223,2265797,2014864,321253,-21,48.0,23.0,Active,0,0
13224,2265826,1620090,193311,-76,12.0,6.0,Active,0,0
13225,2266023,2073692,385136,-20,18.0,12.0,Active,0,0
13226,2266124,2775291,431241,-14,36.0,15.0,Active,0,0
13227,2266139,1847492,207714,-15,18.0,8.0,Active,0,0
13228,2266415,2107249,450713,-14,48.0,26.0,Active,0,0
13229,2266443,1620090,193311,-74,12.0,5.0,Active,0,0
13230,2266554,1277222,320710,-11,18.0,15.0,Active,0,0
13231,2266577,2034941,129631,-14,12.0,9.0,Active,0,0
13232,2266723,2128372,268851,-11,18.0,13.0,Active,0,0
13233,2266897,2159238,243873,-15,12.0,8.0,Active,0,0
13234,2266906,2561803,158485,-14,24.0,19.0,Active,0,0
13235,2267037,2247000,133675,-14,12.0,12.0,Active,0,0
13236,2267509,1233455,431615,-33,18.0,13.0,Active,0,0
13237,2267558,1840465,234829,-48,12.0,2.0,Active,0,0
13238,2267685,1485013,260000,-2,12.0,5.0,Active,0,0
13239,2267894,2452521,353635,-6,12.0,9.0,Active,0,0
13240,2268052,2491409,208643,-19,,,Signed,0,0
13241,2268170,1522905,347097,-48,12.0,2.0,Active,0,0
13242,2268334,1985837,334279,-36,8.0,0.0,Completed,0,0
13243,2268370,2824258,172420,-24,6.0,5.0,Active,0,0
13244,2268474,1840465,234829,-55,12.0,9.0,Active,0,0
13245,2268822,1436180,376088,-24,6.0,2.0,Active,0,0
13246,2268933,1994716,260721,-24,24.0,23.0,Active,0,0
13247,2268939,1940707,396078,-24,12.0,11.0,Active,0,0
13248,2269110,1292812,223350,-15,36.0,31.0,Active,0,0
13249,2269302,2004019,255569,-34,24.0,24.0,Active,0,0
13250,2269444,2382899,181290,-6,6.0,6.0,Active,0,0
13251,2269473,1128163,109740,-6,6.0,5.0,Active,0,0
13252,2269516,1985837,334279,-42,12.0,10.0,Active,0,0
13253,2269645,1292812,223350,-19,36.0,35.0,Active,0,0
13254,2269668,1647723,134131,-24,6.0,6.0,Active,0,0
13255,2269905,1150681,217944,-3,12.0,5.0,Active,0,0
13256,2269936,2382899,181290,-3,6.0,3.0,Active,0,0
13257,2270041,1522905,347097,-55,12.0,9.0,Active,0,0
13258,2270223,1109617,286477,-35,18.0,7.0,Active,0,0
13259,2270224,2366183,267158,-37,12.0,0.0,Active,0,0
13260,2270254,2552650,455102,-33,24.0,12.0,Active,0,0
13261,2270282,1343519,285004,-50,18.0,11.0,Active,0,0
13262,2270288,1874934,335506,-58,18.0,9.0,Active,0,0
13263,2270477,1192219,382877,-5,5.0,0.0,Completed,0,0
13264,2270494,2028243,251991,-3,24.0,21.0,Active,0,0
13265,2270535,1818832,365531,-25,,,Signed,0,0
13266,2270733,2138167,351937,-20,5.0,0.0,Completed,0,0
13267,2270736,1286797,168460,-19,12.0,10.0,Active,0,0
13268,2271041,1985837,334279,-43,12.0,11.0,Active,0,0
13269,2271054,1803406,166573,-34,10.0,2.0,Active,0,0
13270,2271140,1639094,174702,-25,6.0,2.0,Active,0,0
13271,2271144,2138167,351937,-24,6.0,5.0,Active,0,0
13272,2271354,1844436,328907,-16,12.0,2.0,Active,0,0
13273,2271399,1871275,235737,-94,10.0,0.0,Active,0,0
13274,2272037,2619300,214188,-40,30.0,28.0,Active,0,0
13275,2272069,2619195,374199,-5,6.0,5.0,Active,0,0
13276,2272073,1948705,425313,-6,24.0,20.0,Active,0,0
13277,2272121,2622244,284895,-5,6.0,4.0,Active,0,0
13278,2272531,2265807,214518,-5,6.0,4.0,Active,0,0
13279,2272723,1465090,234228,-34,12.0,3.0,Active,0,0
13280,2272803,2567160,231773,-5,24.0,22.0,Active,0,0
13281,2272807,1969584,425343,-5,6.0,6.0,Active,0,0
13282,2272826,1683376,182818,-6,10.0,6.0,Active,0,0
13283,2272925,1620796,234228,-24,6.0,0.0,Completed,0,0
13284,2273322,2659949,131528,-34,10.0,1.0,Active,0,0
13285,2273585,2411898,427145,-33,12.0,5.0,Active,0,0
13286,2273593,2113912,396433,-25,10.0,2.0,Active,0,0
13287,2273650,2131168,345489,-47,13.0,5.0,Active,0,0
13288,2273682,2706397,364547,-5,6.0,4.0,Active,3,0
13289,2273850,1312253,234586,-45,60.0,23.0,Active,0,0
13290,2273903,2714597,364192,-7,5.0,0.0,Completed,0,0
13291,2274242,1639437,331285,-17,36.0,32.0,Active,0,0
13292,2274528,2584942,170223,-16,24.0,13.0,Active,0,0
13293,2274630,1516722,173236,-5,36.0,14.0,Active,0,0
13294,2274775,2137765,228826,-23,10.0,7.0,Active,0,0
13295,2274819,2487656,201201,-42,10.0,0.0,Completed,0,0
13296,2275185,1639437,331285,-4,36.0,19.0,Active,0,0
13297,2275481,1767616,330840,-48,10.0,4.0,Active,0,0
13298,2275493,2459269,415045,-38,10.0,2.0,Active,0,0
13299,2275642,1013094,185561,-46,10.0,5.0,Active,0,0
13300,2275697,2148309,261673,-39,10.0,4.0,Active,0,0
13301,2275931,1668903,188492,-6,36.0,24.0,Active,0,0
13302,2276350,2645532,170223,-9,18.0,11.0,Active,0,0
13303,2276607,1897443,204195,-48,10.0,4.0,Active,0,0
13304,2276721,2256939,434006,-18,36.0,36.0,Active,0,0
13305,2276737,2466694,313509,-9,36.0,31.0,Active,0,0
13306,2276908,2642204,136738,-70,10.0,4.0,Active,0,0
13307,2277131,1798028,277024,-6,12.0,6.0,Active,0,0
13308,2277249,1287449,356016,-13,12.0,11.0,Active,0,0
13309,2277276,2657678,331908,-5,24.0,21.0,Active,0,0
13310,2277312,1516722,173236,-18,36.0,27.0,Active,0,0
13311,2277326,2542589,220094,-19,36.0,30.0,Active,0,0
13312,2277355,1075532,125972,-47,10.0,4.0,Active,0,0
13313,2277408,1283129,135755,-47,12.0,1.0,Active,0,0
13314,2277734,1919774,369679,-65,11.0,5.0,Active,0,0
13315,2277930,1604369,199865,-13,24.0,13.0,Active,0,0
13316,2278393,1639437,331285,-11,36.0,26.0,Active,0,0
13317,2278458,2733192,174920,-12,11.0,0.0,Completed,0,0
13318,2278714,1945606,402237,-19,12.0,10.0,Active,0,0
13319,2279320,1461494,166573,-48,10.0,4.0,Active,0,0
13320,2279966,1784926,163032,-18,12.0,12.0,Active,0,0
13321,2279991,2438223,297313,-71,10.0,4.0,Active,0,0
13322,2280142,2562339,107037,-6,36.0,30.0,Active,0,0
13323,2280256,2804930,424237,-44,20.0,14.0,Active,0,0
13324,2280672,2506350,267019,-42,12.0,8.0,Active,0,0
13325,2280716,2383059,200926,-21,18.0,5.0,Active,0,0
13326,2280739,1767107,107921,-15,24.0,11.0,Active,0,0
13327,2280938,1290390,290817,-71,10.0,3.0,Active,0,0
13328,2281019,2203200,407588,-84,12.0,5.0,Active,0,0
13329,2281105,1650138,451528,-13,36.0,23.0,Active,0,0
13330,2281128,1364112,215053,-6,12.0,5.0,Active,0,0
13331,2281240,1697096,242491,-29,3.0,0.0,Completed,0,0
13332,2281251,1690760,134666,-23,12.0,11.0,Active,0,0
13333,2281299,1691030,283432,-6,36.0,31.0,Active,0,0
13334,2281339,1817346,375015,-13,24.0,13.0,Active,0,0
13335,2281381,2459597,223585,-5,30.0,13.0,Active,0,0
13336,2281393,1911855,410660,-5,48.0,18.0,Active,0,0
13337,2281489,1337221,350511,-28,36.0,20.0,Active,0,0
13338,2281499,1799084,383428,-28,6.0,6.0,Active,0,0
13339,2281714,2499783,416749,-78,6.0,0.0,Active,0,0
13340,2281719,1059329,139597,-83,12.0,6.0,Active,0,0
13341,2281864,1647509,266288,-19,12.0,9.0,Active,0,0
13342,2282131,1669339,439549,-4,24.0,4.0,Active,0,0
13343,2282261,2099979,313900,-28,36.0,31.0,Active,0,0
13344,2282295,2274144,183645,-19,36.0,20.0,Active,0,0
13345,2282407,1736594,174444,-8,24.0,5.0,Active,0,0
13346,2282561,2345297,402441,-24,6.0,4.0,Active,0,0
13347,2282716,2770578,316697,-5,12.0,7.0,Active,0,0
13348,2282757,1369416,302233,-50,12.0,10.0,Active,0,0
13349,2283040,2140076,199865,-5,12.0,0.0,Completed,0,0
13350,2283092,1254507,453205,-20,36.0,29.0,Active,0,0
13351,2283605,2354703,187974,-8,24.0,13.0,Active,0,0
13352,2283787,2214852,133192,-22,18.0,18.0,Active,0,0
13353,2283829,2211182,255900,-29,48.0,46.0,Active,0,0
13354,2284047,1223505,139201,-84,10.0,0.0,Active,0,0
13355,2284247,1434542,206702,-13,36.0,22.0,Active,0,0
13356,2284302,2829716,300212,-7,25.0,0.0,Completed,0,0
13357,2284507,1618306,441565,-73,6.0,3.0,Active,0,0
13358,2284558,1916046,395547,-64,12.0,8.0,Active,0,0
13359,2284604,1922094,418599,-21,36.0,18.0,Active,0,0
13360,2284887,2331760,315503,-4,37.0,12.0,Active,0,0
13361,2285007,2827417,132109,-13,36.0,16.0,Active,0,0
13362,2285063,2393114,334522,-21,48.0,23.0,Active,0,0
13363,2285165,2652751,399738,-67,10.0,5.0,Active,0,0
13364,2285510,2504423,233230,-69,6.0,6.0,Active,0,0
13365,2285824,2788516,246304,-14,24.0,4.0,Active,0,0
13366,2286063,2082461,168364,-11,24.0,14.0,Active,0,0
13367,2286379,1471695,242491,-5,36.0,23.0,Active,0,0
13368,2286501,1058526,331304,-4,12.0,12.0,Active,0,0
13369,2286978,1435753,169159,-19,24.0,19.0,Active,0,0
13370,2287247,2135576,118803,-12,24.0,6.0,Active,0,0
13371,2287300,1911855,410660,-12,48.0,25.0,Active,0,0
13372,2288050,1649128,366674,-4,12.0,4.0,Active,0,0
13373,2288093,2547364,123074,-4,12.0,10.0,Active,0,0
13374,2288329,1083149,113240,-14,10.0,7.0,Active,0,0
13375,2288598,1108326,169502,-4,18.0,2.0,Active,0,0
13376,2288875,1658110,267540,-6,12.0,12.0,Active,0,0
13377,2288880,2357425,181084,-12,24.0,15.0,Active,0,0
13378,2289126,2183585,400767,-6,36.0,35.0,Active,0,0
13379,2289325,1770854,125387,-96,5.0,4.0,Active,0,0
13380,2289363,1812241,453757,-15,30.0,18.0,Active,0,0
13381,2289411,1493242,295235,-8,36.0,31.0,Active,0,0
13382,2289448,1736070,429644,-9,18.0,13.0,Active,0,0
13383,2289458,2485635,228387,-2,60.0,58.0,Active,0,0
13384,2289612,2632226,427667,-4,24.0,19.0,Active,0,0
13385,2289656,1736070,429644,-1,18.0,5.0,Active,0,0
13386,2289818,2813960,200185,-18,36.0,32.0,Active,0,0
13387,2289832,1765868,199477,-17,60.0,41.0,Active,0,0
13388,2289920,1609180,201390,-18,10.0,8.0,Active,0,0
13389,2289995,2580256,110343,-4,36.0,30.0,Active,0,0
13390,2290532,2643690,242178,-16,10.0,9.0,Active,0,0
13391,2290815,1503436,291348,-18,24.0,5.0,Active,0,0
13392,2291185,1661557,356382,-11,24.0,23.0,Active,0,0
13393,2291231,1826343,221506,-18,36.0,35.0,Active,0,0
13394,2291238,2518254,212691,-17,48.0,17.0,Active,0,0
13395,2291381,2741465,174497,-26,12.0,2.0,Active,0,0
13396,2291439,1118652,293228,-16,24.0,14.0,Active,0,0
13397,2291516,1481401,267649,-5,18.0,1.0,Active,0,0
13398,2292025,1591325,296696,-18,18.0,18.0,Active,0,0
13399,2292241,1478534,389494,-12,12.0,0.0,Completed,0,0
13400,2292417,2500483,200838,-47,12.0,1.0,Active,0,0
13401,2293068,2755004,143550,-5,36.0,8.0,Active,0,0
13402,2293170,1312253,234586,-23,59.0,0.0,Completed,0,0
