,index,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
947,158791,2049476,368415,Consumer loans,7202.97,65160.0,61722.0,9000.0,65160.0,SUNDAY,19,Y,1,0.13859645063513726,,,XAP,Approved,-2536,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,45,Connectivity,12.0,high,POS mobile with interest,365243.0,-2496.0,-2166.0,-2166.0,-2158.0,1.0
948,159276,2368091,142254,Cash loans,13417.425,112500.0,144864.0,0.0,112500.0,FRIDAY,11,Y,1,0.0,,,Other,Refused,-1965,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,high,Cash Street: high,,,,,,
949,159953,2443775,247537,Cash loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-112,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
950,160023,1560092,267662,Consumer loans,3812.085,37530.0,37791.0,3753.0,37530.0,SUNDAY,18,Y,1,0.09838624547030092,,,XAP,Approved,-194,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,200,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-164.0,166.0,365243.0,365243.0,1.0
951,160154,1102339,333802,Consumer loans,6357.105,33925.5,31171.5,4500.0,33925.5,SUNDAY,9,Y,1,0.13739004782274614,,,XAP,Approved,-512,Cash through the bank,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Country-wide,73,Connectivity,6.0,high,POS mobile with interest,365243.0,-482.0,-332.0,-332.0,-330.0,1.0
952,160172,1670928,333589,Consumer loans,,24030.0,24030.0,0.0,24030.0,TUESDAY,13,Y,1,0.0,,,XAP,Refused,-780,Cash through the bank,LIMIT,,Repeater,Mobile,XNA,XNA,Country-wide,51,Connectivity,,XNA,POS mobile with interest,,,,,,
953,160195,2055148,366583,Consumer loans,,67455.0,67455.0,0.0,67455.0,THURSDAY,17,Y,1,0.0,,,XAP,Unused offer,-138,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,40,Connectivity,,XNA,POS mobile with interest,,,,,,
954,160406,1720350,372112,Consumer loans,2776.23,19795.5,21757.5,0.0,19795.5,SATURDAY,21,Y,1,0.0,,,XAP,Approved,-1546,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,3135,Consumer electronics,12.0,high,POS household with interest,365243.0,-1515.0,-1185.0,-1245.0,-1237.0,0.0
955,160634,1971136,122719,Revolving loans,,0.0,0.0,,,THURSDAY,9,Y,1,,,,XAP,Canceled,-130,XNA,XAP,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Card Street,,,,,,
956,161066,1403654,197746,Cash loans,,0.0,0.0,,,SATURDAY,16,Y,1,,,,XNA,Canceled,-284,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
957,161520,2231649,351609,Consumer loans,,22455.0,22455.0,,22455.0,TUESDAY,18,Y,1,,,,XAP,Unused offer,-1211,Cash through the bank,CLIENT,Other_B,Refreshed,Auto Accessories,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
958,161553,2011323,365481,Consumer loans,5701.095,51165.0,56569.5,0.0,51165.0,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-532,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Country-wide,2178,Consumer electronics,12.0,middle,POS household with interest,365243.0,-501.0,-171.0,-441.0,-436.0,0.0
959,161697,2752022,408347,Cash loans,21842.28,747000.0,747000.0,,747000.0,THURSDAY,14,Y,1,,,,XNA,Refused,-356,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
960,161814,1608343,318613,Revolving loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XAP,Canceled,-279,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
961,161841,1683376,182818,Consumer loans,27924.885,250137.0,226246.5,25015.5,250137.0,MONDAY,13,Y,1,0.10842926362268722,,,XAP,Approved,-292,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1880,Consumer electronics,10.0,middle,POS household with interest,365243.0,-262.0,8.0,365243.0,365243.0,1.0
962,162246,2742695,162982,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-195,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
963,162291,1612269,174920,Revolving loans,2250.0,45000.0,45000.0,,45000.0,TUESDAY,11,Y,1,,,,XAP,Refused,-240,XNA,HC,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,2200,Consumer electronics,0.0,XNA,Card Street,,,,,,
964,162401,1750139,412801,Cash loans,16551.45,472500.0,566055.0,,472500.0,MONDAY,16,Y,1,,,,XNA,Approved,-455,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-425.0,1345.0,-335.0,-330.0,1.0
965,162634,1844436,328907,Consumer loans,13198.23,144117.0,144117.0,0.0,144117.0,WEDNESDAY,6,Y,1,0.0,,,XAP,Approved,-771,XNA,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,300,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-740.0,-410.0,-410.0,-403.0,0.0
966,162868,1747931,424359,Consumer loans,3381.975,29200.5,28881.0,2920.5,29200.5,FRIDAY,9,Y,1,0.1000169803311165,,,XAP,Approved,-2440,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,54,Connectivity,12.0,high,POS mobile with interest,365243.0,-2409.0,-2079.0,-2199.0,-2193.0,0.0
967,163040,1452416,341132,Cash loans,28162.575,270000.0,296730.0,,270000.0,THURSDAY,15,Y,1,,,,Other,Refused,-448,Cash through the bank,HC,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low,,,,,,
968,163127,2112811,401120,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-383,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
969,163144,1728674,283432,Cash loans,45864.36,450000.0,470790.0,,450000.0,FRIDAY,4,Y,1,,,,XNA,Approved,-549,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-519.0,-189.0,-339.0,-337.0,1.0
970,163631,1778628,337178,Consumer loans,17511.93,224892.0,251608.5,0.0,224892.0,SUNDAY,14,Y,1,0.0,,,XAP,Refused,-274,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,960,Consumer electronics,18.0,low_normal,POS household with interest,,,,,,
971,163982,2468552,150359,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-246,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
972,163986,1454353,401077,Cash loans,,0.0,0.0,,,TUESDAY,19,Y,1,,,,XNA,Canceled,-149,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
973,164244,1336544,157744,Revolving loans,20250.0,405000.0,405000.0,,405000.0,TUESDAY,8,Y,1,,,,XAP,Approved,-178,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-162.0,-133.0,365243.0,365243.0,365243.0,0.0
974,164245,1928257,305421,Cash loans,26828.64,630000.0,694863.0,,630000.0,WEDNESDAY,14,Y,1,,,,Repairs,Approved,-663,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,365243.0,-630.0,420.0,-330.0,-324.0,0.0
975,164284,1022431,372693,Consumer loans,4119.795,22455.0,20205.0,2250.0,22455.0,THURSDAY,17,Y,1,0.10912734560029147,,,XAP,Refused,-2118,Cash through the bank,LIMIT,,Refreshed,Photo / Cinema Equipment,POS,XNA,Country-wide,10,Connectivity,6.0,high,POS mobile with interest,,,,,,
976,164368,2760995,240793,Cash loans,19281.6,450000.0,533160.0,,450000.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-209,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-175.0,1235.0,365243.0,365243.0,0.0
977,164484,1054663,158527,Revolving loans,9000.0,0.0,180000.0,,,TUESDAY,15,Y,1,,,,XAP,Approved,-2501,XNA,XAP,,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0.0,XNA,Card X-Sell,-2400.0,-2349.0,365243.0,-1619.0,365243.0,0.0
978,164679,1270494,150075,Cash loans,39477.645,180000.0,207900.0,0.0,180000.0,MONDAY,10,Y,1,0.0,,,XNA,Approved,-1615,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-1585.0,-1435.0,-1435.0,-1427.0,1.0
979,164694,1851993,330753,Consumer loans,7710.57,145314.0,170248.5,0.0,145314.0,SATURDAY,19,Y,1,0.0,,,XAP,Approved,-1031,Cash through the bank,XAP,"Spouse, partner",New,Consumer Electronics,POS,XNA,Country-wide,2000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-999.0,-309.0,-309.0,-302.0,0.0
980,164882,1865565,316973,Cash loans,26703.0,225000.0,225000.0,,225000.0,TUESDAY,14,Y,1,,,,XNA,Approved,-966,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,walk-in,Country-wide,10,Connectivity,12.0,high,Cash Street: high,365243.0,-936.0,-606.0,-696.0,-688.0,0.0
981,165174,1483112,149504,Cash loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XNA,Canceled,-214,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
982,165497,1104453,333030,Consumer loans,7219.935,77395.5,77395.5,0.0,77395.5,WEDNESDAY,13,Y,1,0.0,,,XAP,Approved,-1265,Cash through the bank,XAP,Group of people,Repeater,Computers,POS,XNA,Country-wide,847,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1234.0,-904.0,-1084.0,-1079.0,0.0
983,165593,1378655,132109,Cash loans,,0.0,0.0,,,SUNDAY,14,Y,1,,,,XNA,Canceled,-194,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
984,165815,1818551,193088,Revolving loans,13500.0,337500.0,270000.0,,337500.0,THURSDAY,12,Y,1,,,,XAP,Approved,-396,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-348.0,-318.0,365243.0,365243.0,365243.0,0.0
985,166090,2528582,241277,Cash loans,,0.0,0.0,,,THURSDAY,7,Y,1,,,,XNA,Canceled,-118,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
986,166260,2804656,360472,Cash loans,28873.17,450000.0,491580.0,,450000.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-1198,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-1168.0,-478.0,-538.0,-536.0,1.0
987,166276,1515900,131914,Consumer loans,8494.11,47025.0,42322.5,4702.5,47025.0,THURSDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-2709,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,high,POS mobile with interest,365243.0,-2664.0,-2514.0,-2514.0,-2510.0,0.0
988,166295,2229414,169749,Consumer loans,19982.565,158647.5,169992.0,0.0,158647.5,WEDNESDAY,17,Y,1,0.0,,,XAP,Approved,-915,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,2105,Consumer electronics,10.0,middle,POS household with interest,365243.0,-884.0,-614.0,-614.0,-612.0,0.0
989,167325,2292094,426499,Consumer loans,4676.175,34470.0,37894.5,3447.0,34470.0,WEDNESDAY,10,Y,1,0.09080697032367868,,,XAP,Approved,-1825,Cash through the bank,XAP,Other_A,New,Audio/Video,POS,XNA,Stone,150,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1794.0,-1524.0,-1524.0,-1520.0,0.0
990,167559,1205765,188237,Cash loans,15585.795,270000.0,306531.0,,270000.0,SUNDAY,10,Y,1,,,,XNA,Approved,-522,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),8,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-492.0,378.0,-252.0,-249.0,1.0
991,167576,1462896,235737,Consumer loans,3403.71,26190.0,25515.0,2619.0,26190.0,TUESDAY,16,Y,1,0.10138370266969116,,,XAP,Approved,-2752,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,4168,Consumer electronics,10.0,high,POS household with interest,,,,,,
992,167631,2159926,378555,Revolving loans,,0.0,0.0,,,SATURDAY,12,Y,1,,,,XAP,Canceled,-458,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
993,167744,1626858,330014,Cash loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XNA,Canceled,-215,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
994,167839,2406106,260844,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Refused,-536,XNA,HC,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
995,168843,2307041,340701,Consumer loans,9896.445,92880.0,76185.0,22500.0,92880.0,THURSDAY,12,Y,1,0.2483107407868009,,,XAP,Approved,-1873,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,1600,Consumer electronics,10.0,high,POS household with interest,365243.0,-1842.0,-1572.0,-1602.0,-1597.0,0.0
996,169196,2716278,369679,Consumer loans,14535.18,133587.0,130806.0,13360.5,133587.0,SUNDAY,15,Y,1,0.10093051500112084,,,XAP,Approved,-692,Cash through the bank,XAP,Family,Refreshed,Computers,POS,XNA,Country-wide,350,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-661.0,-391.0,-391.0,-384.0,0.0
997,169220,2596735,144451,Cash loans,30418.245,904500.0,1035832.5,,904500.0,TUESDAY,11,Y,1,,,,XNA,Refused,-409,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
998,169410,1922239,438773,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,13,Y,1,,,,XAP,Approved,-492,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-491.0,-447.0,365243.0,365243.0,365243.0,0.0
999,169445,2729795,136738,Consumer loans,4019.085,28255.5,30586.5,0.0,28255.5,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-2472,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,1050,Consumer electronics,10.0,high,POS household with interest,365243.0,-2441.0,-2171.0,-2351.0,-2346.0,1.0
1000,169782,2633937,433606,Cash loans,3258.63,45000.0,50940.0,0.0,45000.0,THURSDAY,13,Y,1,0.0,,,XNA,Refused,-1839,XNA,HC,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,middle,Cash X-Sell: middle,,,,,,
1001,170095,1023437,174444,Cash loans,,0.0,0.0,,,MONDAY,18,Y,1,,,,XNA,Canceled,-77,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1002,170123,1068132,170223,Cash loans,26831.025,337500.0,466951.5,,337500.0,SATURDAY,11,Y,1,,,,XNA,Refused,-359,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,,,,,,
1003,170210,1736649,242491,Consumer loans,11493.315,154953.0,175203.0,0.0,154953.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-1465,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,765,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-1434.0,-924.0,-954.0,-949.0,0.0
1004,170521,1585879,301223,Consumer loans,18378.36,187861.5,169074.0,18787.5,187861.5,FRIDAY,14,Y,1,0.108916917274404,,,XAP,Approved,-2761,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,2209,Consumer electronics,12.0,high,POS household with interest,365243.0,-2730.0,-2400.0,-2400.0,-2395.0,0.0
1005,170848,1804797,452819,Consumer loans,8108.37,45895.5,45895.5,0.0,45895.5,SATURDAY,7,Y,1,0.0,,,XAP,Refused,-1026,Cash through the bank,LIMIT,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1500,Consumer electronics,6.0,low_normal,POS household with interest,,,,,,
1006,170969,1685691,407543,Consumer loans,4195.395,16204.5,15745.5,3244.5,16204.5,FRIDAY,14,Y,1,0.18607453683756991,,,XAP,Approved,-1124,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,142,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1093.0,-1003.0,-1003.0,-995.0,0.0
1007,171368,2715393,392384,Consumer loans,10834.38,50832.0,40662.0,10170.0,50832.0,MONDAY,12,Y,1,0.2178953129023949,,,XAP,Approved,-1292,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,24,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1253.0,-1163.0,-1193.0,-1188.0,0.0
1008,171741,2659253,391617,Consumer loans,5896.395,62055.0,53361.0,13500.0,62055.0,WEDNESDAY,16,Y,1,0.21989990087984426,,,XAP,Approved,-1660,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,25,Connectivity,12.0,high,POS mobile with interest,365243.0,-1623.0,-1293.0,-1533.0,-1530.0,0.0
1009,171787,1130433,129750,Consumer loans,4189.05,35392.5,34938.0,3600.0,35392.5,THURSDAY,16,Y,1,0.10173665661755338,,,XAP,Approved,-1709,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Stone,27,Connectivity,12.0,high,POS mobile with interest,365243.0,-1670.0,-1340.0,-1340.0,-1335.0,0.0
1010,171873,1309796,432622,Consumer loans,16076.79,84145.5,88587.0,0.0,84145.5,SUNDAY,10,Y,1,0.0,,,XAP,Approved,-411,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1700,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-380.0,-230.0,-260.0,-257.0,0.0
1011,172742,2406231,258259,Revolving loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XAP,Canceled,-316,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1012,172844,1938425,193733,Consumer loans,4978.035,45859.5,24745.5,22500.0,45859.5,FRIDAY,14,Y,1,0.5186641151971182,,,XAP,Refused,-432,Cash through the bank,LIMIT,Family,Repeater,Mobile,POS,XNA,Country-wide,74,Connectivity,6.0,high,POS mobile with interest,,,,,,
1013,173053,1511108,201491,Consumer loans,18420.39,224595.0,179676.0,44919.0,224595.0,WEDNESDAY,15,Y,1,0.2178181818181818,,,XAP,Approved,-576,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Stone,250,Consumer electronics,12.0,middle,POS household with interest,365243.0,-545.0,-215.0,-395.0,-390.0,0.0
1014,173243,2051478,169535,Consumer loans,5061.51,46763.1,45558.0,4679.1,46763.1,SUNDAY,9,Y,1,0.1014382851065701,,,XAP,Approved,-2753,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,147,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2717.0,-2447.0,-2537.0,-2529.0,1.0
1015,173340,1615071,428162,Cash loans,38177.235,607500.0,703728.0,,607500.0,MONDAY,10,Y,1,,,,XNA,Approved,-24,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,,,,,,
1016,173471,1520944,144870,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-486,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1017,174321,2082815,378149,Consumer loans,19572.48,116775.0,105097.5,11677.5,116775.0,FRIDAY,8,Y,1,0.1089090909090909,,,XAP,Approved,-665,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,14,Consumer electronics,6.0,middle,POS household without interest,365243.0,-632.0,-482.0,-482.0,-474.0,0.0
1018,174452,1200025,109021,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,11,Y,1,,,,XAP,Refused,-596,XNA,HC,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),4,XNA,0.0,XNA,Card Street,,,,,,
1019,174475,1589447,267540,Consumer loans,23347.575,64341.0,66037.5,0.0,64341.0,THURSDAY,18,Y,1,0.0,,,XAP,Approved,-798,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,3000,Consumer electronics,3.0,middle,POS household with interest,365243.0,-767.0,-707.0,-737.0,-730.0,0.0
1020,174635,1216168,376088,Consumer loans,5176.935,53955.0,49999.5,10791.0,53955.0,TUESDAY,13,Y,1,0.1933259308609075,,,XAP,Refused,-287,Cash through the bank,LIMIT,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,,,,,,
1021,175180,2208870,435007,Consumer loans,,39280.5,39280.5,0.0,39280.5,MONDAY,17,Y,1,0.0,,,XAP,Unused offer,-631,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,40,Connectivity,,XNA,POS mobile with interest,,,,,,
1022,175250,2337551,220881,Cash loans,50005.125,1350000.0,1546020.0,,1350000.0,MONDAY,3,Y,1,,,,XNA,Refused,-169,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1023,175328,1976890,219976,Consumer loans,14911.605,110925.0,122638.5,0.0,110925.0,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-338,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Stone,74,Clothing,12.0,high,POS industry with interest,365243.0,-304.0,26.0,365243.0,365243.0,0.0
1024,175395,2835221,391855,Cash loans,10602.45,225000.0,299250.0,,225000.0,SATURDAY,11,Y,1,,,,XNA,Approved,-1411,Non-cash from your account,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,60.0,middle,Cash X-Sell: middle,365243.0,-1381.0,389.0,365243.0,365243.0,1.0
1025,175649,2193763,442937,Cash loans,,0.0,0.0,,,THURSDAY,6,Y,1,,,,XNA,Canceled,-467,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1026,175948,1156904,278225,Consumer loans,2821.77,29655.0,31887.0,1485.0,29655.0,THURSDAY,12,Y,1,0.048462783171521036,,,XAP,Approved,-2144,Cash through the bank,XAP,"Spouse, partner",Repeater,Audio/Video,POS,XNA,Country-wide,117,Connectivity,16.0,middle,POS mobile with interest,365243.0,-2113.0,-1663.0,-1963.0,-1959.0,0.0
1027,176057,1209998,279779,Cash loans,18101.205,292500.0,324162.0,,292500.0,SUNDAY,14,Y,1,,,,XNA,Approved,-815,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-785.0,-95.0,-665.0,-661.0,1.0
1028,176192,1673007,228354,Cash loans,16181.91,229500.0,289791.0,,229500.0,WEDNESDAY,20,Y,1,,,,XNA,Approved,-898,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-867.0,-177.0,-207.0,-201.0,0.0
1029,176340,2266975,219125,Cash loans,,0.0,0.0,,,SATURDAY,14,Y,1,,,,XNA,Canceled,-385,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1030,176830,1815766,224535,Consumer loans,6737.94,124708.5,149400.0,0.0,124708.5,WEDNESDAY,12,Y,1,0.0,,,XAP,Approved,-1559,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,277,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1528.0,-838.0,-928.0,-925.0,0.0
1031,176971,2308106,406114,Consumer loans,5842.71,44955.0,43798.5,4495.5,44955.0,WEDNESDAY,11,Y,1,0.10137922271541353,,,XAP,Approved,-2763,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,22,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2732.0,-2462.0,-2492.0,-2486.0,1.0
1032,177018,2475179,109021,Cash loans,22438.575,517500.0,578979.0,,517500.0,WEDNESDAY,15,Y,1,,,,XNA,Refused,-1212,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,low_normal,Cash Street: low,,,,,,
1033,177090,2385894,202310,Cash loans,45336.105,1350000.0,1546020.0,,1350000.0,MONDAY,10,Y,1,,,,XNA,Approved,-116,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
