,index,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
4627,756621,1643159,441121,-2,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4628,756806,2259024,166937,-90,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4629,756929,1188710,334522,-90,175822.425,180000,4500.0,4500.0,0.0,0.0,10800.0,13500.0,13500.0,169375.635,175822.425,175822.425,1.0,1,0.0,0.0,24.0,Active,0,0
4630,756988,1373705,255569,-82,109397.475,112500,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,105170.4,109397.475,109397.475,0.0,0,0.0,0.0,2.0,Active,0,0
4631,757119,2208091,302749,-68,74484.63,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,71954.235,74484.63,74484.63,0.0,0,0.0,0.0,23.0,Active,0,0
4632,757400,1611098,220416,-74,74556.54,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,71158.5,74556.54,74556.54,0.0,0,0.0,0.0,17.0,Active,0,0
4633,757866,2371297,422839,-33,235260.63,225000,225000.0,225000.0,0.0,0.0,,,0.0,225000.0,228533.13,228533.13,5.0,5,0.0,0.0,,Active,0,0
4634,757871,2386586,362280,-32,0.0,90000,0.0,0.0,0.0,0.0,0.0,15.93,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
4635,757877,1268324,155650,-33,141727.5,450000,135000.0,135000.0,0.0,0.0,,,0.0,135000.0,135000.0,135000.0,5.0,5,0.0,0.0,,Active,0,0
4636,757994,1890069,430701,-24,140829.885,450000,135000.0,135000.0,0.0,0.0,11429.595,0.0,0.0,138592.125,139484.385,139484.385,1.0,1,0.0,0.0,1.0,Active,0,0
4637,758349,1060977,116871,-29,0.0,157500,0.0,0.0,0.0,0.0,0.0,1596.825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
4638,758426,1161162,258259,-37,0.0,0,0.0,0.0,0.0,0.0,0.0,126.45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,28.0,Active,0,0
4639,758481,1380862,257000,-37,0.0,0,0.0,0.0,0.0,0.0,0.0,4065.93,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
4640,758511,2341211,398852,-36,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4641,758524,2239437,359198,-36,0.0,0,0.0,0.0,0.0,0.0,0.0,3104.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
4642,758590,2356129,424359,-37,0.0,135000,0.0,0.0,0.0,0.0,0.0,2282.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
4643,758661,1719774,159958,-30,0.0,90000,0.0,0.0,0.0,0.0,0.0,4145.22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
4644,758761,1191589,232683,-27,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4645,758814,2458362,364547,-36,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4646,759177,2804976,197582,-42,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4647,759376,1103402,199685,-42,0.0,0,0.0,0.0,0.0,0.0,0.0,13.365,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
4648,759438,1693457,433269,-41,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4649,759828,1417410,242266,-35,0.0,135000,0.0,0.0,0.0,0.0,0.0,321.435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
4650,760653,1106360,246304,-56,172532.88,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,165695.805,172532.88,172532.88,0.0,0,0.0,0.0,26.0,Active,0,0
4651,760668,2340716,140463,-49,177457.5,180000,0.0,0.0,0.0,0.0,10800.0,10800.0,10800.0,170220.78,177457.5,177457.5,0.0,0,0.0,0.0,54.0,Active,0,0
4652,760681,1285318,150624,-46,45619.65,45000,0.0,222.75,0.0,222.75,2250.0,2250.0,2250.0,44156.52,45619.65,45619.65,0.0,1,0.0,1.0,25.0,Active,0,0
4653,760780,1641251,193479,-55,72485.1,135000,0.0,0.0,0.0,0.0,6750.0,13500.0,13500.0,68685.75,72485.1,72485.1,0.0,0,0.0,0.0,36.0,Active,0,0
4654,760901,1835377,134812,-56,0.0,270000,0.0,0.0,0.0,0.0,0.0,9251.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
4655,761138,2525751,206145,-6,152151.48,135000,1350.0,1350.0,0.0,0.0,7622.145,7650.0,7650.0,134975.745,148339.98,148339.98,2.0,2,0.0,0.0,5.0,Active,0,0
4656,761180,2007069,421980,-7,46221.03,135000,0.0,69834.69,0.0,69834.69,2250.0,54336.015,50787.045,46181.745,46221.03,46221.03,0.0,19,0.0,19.0,7.0,Active,0,0
4657,761233,1848859,453524,-7,105387.525,225000,0.0,3933.0,0.0,3933.0,5162.715,0.0,0.0,100887.435,104640.975,104640.975,0.0,1,0.0,1.0,4.0,Active,0,0
4658,761395,1061295,167947,-86,127858.41,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,122951.07,127858.41,127858.41,0.0,0,0.0,0.0,5.0,Active,0,0
4659,761409,1364479,379048,-85,69572.385,90000,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,66998.97,69572.385,69572.385,0.0,0,0.0,0.0,7.0,Active,0,0
4660,761591,1380864,253950,-85,0.0,67500,0.0,0.0,0.0,0.0,0.0,729.45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
4661,761756,2430059,167443,-82,0.0,157500,0.0,0.0,0.0,0.0,0.0,1433.61,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
4662,762022,1004224,414383,-42,137150.1,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,132635.385,137150.1,137150.1,0.0,0,0.0,0.0,59.0,Active,0,0
4663,762212,1292610,146641,-34,0.0,225000,0.0,0.0,0.0,0.0,0.0,414.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
4664,762464,1782145,373549,-35,0.0,135000,0.0,0.0,0.0,0.0,67.5,206.685,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
4665,762652,1745194,236360,-40,116029.305,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,112473.81,116029.305,116029.305,0.0,0,0.0,0.0,35.0,Active,0,0
4666,762679,1855530,217602,-41,0.0,63000,0.0,0.0,0.0,0.0,0.0,181.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
4667,762718,1625325,335736,-41,66471.39,67500,0.0,0.0,0.0,0.0,3375.0,3600.0,3600.0,63864.765,66471.39,66471.39,0.0,0,0.0,0.0,56.0,Active,0,0
4668,762766,1931636,202204,-42,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4669,762939,2706500,112845,-95,78783.345,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,75884.76,78783.345,78783.345,0.0,0,0.0,0.0,11.0,Active,0,0
4670,763205,1444468,424702,-93,127225.26,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,123248.07,127225.26,127225.26,0.0,0,0.0,0.0,3.0,Active,0,0
4671,763229,2645251,139201,-96,0.0,135000,0.0,0.0,0.0,0.0,0.0,371.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
4672,763249,1868982,255424,-86,90893.79,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,87467.445,90893.79,90893.79,0.0,0,0.0,0.0,2.0,Active,0,0
4673,763736,2239437,359198,-87,154944.225,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,150285.96,154944.225,154944.225,0.0,0,0.0,0.0,9.0,Active,0,0
4674,763771,1847394,266105,-86,185237.595,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,178465.5,185237.595,185237.595,0.0,0,0.0,0.0,1.0,Active,0,0
4675,763827,1835377,134812,-88,69043.815,270000,0.0,66465.0,0.0,66465.0,,0.0,0.0,66465.0,69043.815,69043.815,0.0,2,0.0,2.0,,Active,0,0
4676,763916,1697262,315430,-87,85614.39,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,82995.615,85614.39,85614.39,0.0,0,0.0,0.0,20.0,Active,0,0
4677,764038,1468622,315503,-65,166222.035,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,160768.08,165375.54,165375.54,0.0,0,0.0,0.0,28.0,Active,0,0
4678,764182,2235312,232134,-56,100252.62,270000,0.0,0.0,0.0,0.0,14879.61,27000.0,27000.0,94796.145,100252.62,100252.62,0.0,0,0.0,0.0,8.0,Active,0,0
4679,764230,1417410,242266,-57,133173.36,135000,0.0,0.0,0.0,0.0,6750.0,11250.0,11250.0,127988.82,133173.36,133173.36,0.0,0,0.0,0.0,15.0,Active,0,0
4680,764360,1285874,387545,-64,184884.93,180000,6750.0,6750.0,0.0,0.0,9000.0,9135.0,9135.0,175941.765,184884.93,184884.93,3.0,3,0.0,0.0,36.0,Active,0,0
4681,764442,1861272,263482,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,4282.065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
4682,764605,1810834,288579,-41,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4683,764962,1135388,390094,-48,0.0,135000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4684,764978,2250456,147732,-49,0.0,180000,0.0,0.0,0.0,0.0,0.0,477.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
4685,764986,1635397,245255,-47,141.975,67500,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,141.975,141.975,0.0,0,0.0,0.0,36.0,Active,93,0
4686,765055,1280200,292397,-56,0.0,0,0.0,0.0,0.0,0.0,0.0,1421.01,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
4687,765103,1417410,242266,-48,548.865,135000,0.0,0.0,0.0,0.0,6750.0,121320.0,121320.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
4688,765128,1416962,389964,-47,82739.79,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,78705.315,82739.79,82739.79,0.0,0,0.0,0.0,24.0,Active,0,0
4689,765268,2458362,364547,-56,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4690,765453,2728782,273337,-51,0.0,135000,0.0,0.0,0.0,0.0,0.0,3478.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
4691,765928,1815015,235737,-52,81920.97,112500,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,78840.315,81920.97,81920.97,0.0,0,0.0,0.0,36.0,Active,0,0
4692,765962,2463743,455975,-50,174858.165,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,166820.535,174858.165,174858.165,0.0,0,0.0,0.0,36.0,Active,0,0
4693,765964,2728782,273337,-53,0.0,135000,0.0,0.0,0.0,0.0,0.0,3478.635,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
4694,766278,2379793,323041,-50,0.0,0,0.0,0.0,0.0,0.0,0.0,666.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
4695,766323,1280200,292397,-58,0.0,0,0.0,0.0,0.0,0.0,0.0,1421.01,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
4696,766528,1643727,355991,-48,0.0,67500,0.0,0.0,0.0,0.0,0.0,138.69,0.0,0.0,-206.19,-206.19,0.0,0,0.0,0.0,10.0,Active,0,0
4697,767150,1182358,295379,-43,127333.89,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,122052.375,127333.89,127333.89,0.0,0,0.0,0.0,41.0,Active,0,0
4698,767163,2761375,274495,-47,-462.78,45000,0.0,0.0,0.0,0.0,0.0,462.78,462.78,-462.78,-462.78,-462.78,0.0,0,0.0,0.0,7.0,Active,0,0
4699,767176,2164489,140026,-53,0.0,90000,0.0,0.0,0.0,0.0,558.81,659.97,0.0,0.0,-101.16,-101.16,0.0,0,0.0,0.0,48.0,Active,0,0
4700,767468,1380862,257000,-53,0.0,0,0.0,0.0,0.0,0.0,0.0,4065.93,0.0,0.0,-4065.93,-4065.93,0.0,0,0.0,0.0,6.0,Active,0,0
4701,767507,1723017,432607,-53,143048.025,157500,0.0,0.0,0.0,0.0,9450.0,9450.0,9450.0,137129.22,143048.025,143048.025,0.0,0,0.0,0.0,71.0,Active,0,0
4702,767569,1644645,332161,-44,0.0,180000,0.0,0.0,0.0,0.0,0.0,252.54,0.0,0.0,-320.04,-320.04,0.0,0,0.0,0.0,22.0,Active,0,0
4703,767592,2287948,197946,-20,52084.035,135000,54000.0,68282.91,0.0,14282.91,0.0,22725.0,22725.0,45736.02,52084.035,52084.035,2.0,3,0.0,1.0,44.0,Active,0,0
4704,767663,1835377,134812,-25,327178.575,450000,49500.0,52652.655,0.0,3152.655,14302.755,22500.0,22500.0,316207.44,327178.575,327178.575,1.0,3,0.0,2.0,54.0,Active,0,0
4705,767865,1726477,132664,-24,0.0,405000,0.0,0.0,0.0,0.0,2250.0,3313.215,3313.215,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
4706,768161,1004224,414383,-61,135901.62,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,131663.88,135901.62,135901.62,0.0,0,0.0,0.0,40.0,Active,0,0
4707,768289,2570184,319090,-60,9725.94,67500,0.0,0.0,0.0,0.0,4050.0,4500.0,4500.0,9201.465,9725.94,9725.94,0.0,0,0.0,0.0,51.0,Active,0,0
4708,768546,1697262,315430,-64,101872.71,90000,16200.0,16200.0,0.0,0.0,4500.0,4500.0,4500.0,89767.26,101872.71,101872.71,2.0,2,0.0,0.0,43.0,Active,0,0
4709,768907,1084081,109021,-64,0.0,0,0.0,0.0,0.0,0.0,0.0,63.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
4710,768947,2173681,432695,-65,0.0,0,0.0,0.0,0.0,0.0,0.0,299.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
4711,768951,2189176,273364,-59,61068.465,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,55535.085,61068.465,61068.465,0.0,0,0.0,0.0,26.0,Active,1,1
4712,768985,2058302,319020,-64,1144.305,90000,0.0,0.0,0.0,0.0,4500.0,4950.0,4950.0,1017.0,1144.305,1144.305,0.0,0,0.0,0.0,17.0,Active,0,0
4713,769291,2007366,116606,-18,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4714,769404,2356129,424359,-26,0.0,135000,0.0,0.0,0.0,0.0,0.0,2282.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
4715,769425,2775455,424628,-16,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4716,769473,1641251,193479,-25,0.0,135000,0.0,0.0,0.0,0.0,0.0,674.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
4717,769713,1062989,179583,-26,0.0,157500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4718,769869,1723017,432607,-26,0.0,157500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,83.0,Completed,0,0
4719,769908,1931636,202204,-26,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4720,769960,1966720,118066,-26,0.0,180000,0.0,0.0,0.0,0.0,0.0,197.595,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
4721,770006,2155912,405954,-26,0.0,180000,0.0,0.0,0.0,0.0,0.0,80.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
4722,770025,2605555,189207,-26,0.0,135000,0.0,0.0,0.0,0.0,0.0,254.565,254.565,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
4723,770159,1599566,432788,-25,0.0,90000,0.0,0.0,0.0,0.0,0.0,20.475,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Active,0,0
4724,770166,2194642,445256,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4725,770351,2132502,286291,-19,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4726,770483,1705470,305421,-14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
4727,770565,2494939,455133,-5,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4728,770704,2458362,364547,-14,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4729,771056,1355954,416410,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
4730,771158,1976500,399102,-13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
4731,771264,1627369,321557,-14,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4732,771483,2341010,112112,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,329.67,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
4733,771609,2640803,339788,-27,136742.985,225000,36000.0,44284.635,0.0,8284.635,5626.8,27000.0,27000.0,129820.23,132706.485,132706.485,3.0,13,0.0,10.0,2.0,Active,0,0
4734,771661,1396326,147925,-27,120279.15,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,117981.0,121566.24,121566.24,0.0,0,0.0,0.0,23.0,Active,0,0
4735,771709,2075416,350681,-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Completed,0,0
4736,771767,2575123,284706,-21,433402.605,450000,4500.0,4500.0,0.0,0.0,22057.92,23340.555,23340.555,422317.44,435980.79,435980.79,1.0,1,0.0,0.0,2.0,Active,0,0
4737,771856,2350497,173948,-17,64166.265,225000,0.0,0.0,0.0,0.0,3703.68,13500.0,10122.615,63047.88,64667.34,64667.34,0.0,0,0.0,0.0,4.0,Active,0,0
4738,772065,2463743,455975,-18,173111.805,180000,27000.0,27000.0,0.0,0.0,9000.0,9000.0,9000.0,165342.825,173111.805,173111.805,1.0,1,0.0,0.0,66.0,Active,0,0
4739,772188,1565594,437062,-25,0.0,450000,0.0,0.0,0.0,0.0,0.0,34.605,34.605,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
4740,772307,2761375,274495,-21,0.0,45000,0.0,0.0,0.0,0.0,0.0,462.78,462.78,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,Active,0,0
4741,772564,1903431,223935,-14,0.0,180000,0.0,0.0,0.0,0.0,0.0,152.55,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,74.0,Active,0,0
4742,773202,2605576,430540,-27,0.0,67500,0.0,0.0,0.0,0.0,0.0,149.58,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
4743,773449,1374808,311535,-28,0.0,0,0.0,0.0,0.0,0.0,0.0,1437.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
4744,773750,2495279,289321,-28,284733.45,292500,18000.0,18000.0,0.0,0.0,9980.28,3220.83,3220.83,267094.89,283387.95,283387.95,1.0,1,0.0,0.0,1.0,Active,0,0
4745,774748,1084081,109021,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,63.045,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
4746,774883,2756543,455961,-10,51896.835,180000,0.0,51896.835,0.0,51896.835,0.0,,0.0,51896.835,51896.835,51896.835,0.0,20,0.0,20.0,0.0,Active,0,0
4747,775122,1287536,330840,-11,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4748,775477,1624950,237812,-12,0.0,450000,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
4749,775501,1671941,433519,-11,247971.195,225000,128250.0,143779.5,0.0,15529.5,4532.85,64350.0,58654.89,224681.805,230164.875,230164.875,14.0,21,0.0,7.0,9.0,Active,0,0
4750,775520,2451610,297510,-6,910999.125,900000,0.0,12024.225,0.0,12024.225,45533.745,46303.965,46303.965,876872.205,903576.69,903576.69,0.0,5,0.0,5.0,11.0,Active,0,0
4751,776584,2199235,234469,-94,132173.775,157500,0.0,0.0,0.0,0.0,7875.0,7875.0,7875.0,127733.175,132173.775,132173.775,0.0,0,0.0,0.0,7.0,Active,0,0
4752,776749,1234215,105390,-17,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4753,776901,2570184,319090,-16,0.0,45000,0.0,0.0,0.0,0.0,0.0,3104.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,Active,0,0
4754,777015,1693457,433269,-15,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4755,777445,1969033,306128,-24,50807.97,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,47853.045,50807.97,50807.97,0.0,0,0.0,0.0,70.0,Active,0,0
4756,777620,1619590,151481,-1,130303.08,135000,0.0,0.0,0.0,0.0,7161.21,7200.0,7200.0,122046.615,130849.875,130849.875,0.0,0,0.0,0.0,42.0,Active,0,0
4757,777632,2246639,132125,-1,0.0,13500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4758,777676,1016618,148217,-1,0.0,270000,0.0,0.0,0.0,0.0,0.0,1602.54,1602.54,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
4759,777697,1462646,301939,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Completed,0,0
4760,777729,1640392,425435,-2,0.0,112500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4761,777743,1330538,223067,-2,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
4762,777746,1966720,118066,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,197.595,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
4763,777883,2153358,340104,-2,0.0,405000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Completed,0,0
4764,777916,1054663,158527,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,78.615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
4765,777921,2645272,209288,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
4766,777931,2729862,209288,-2,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Completed,0,0
4767,778074,1905201,156577,-3,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4768,778102,2644232,372146,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4769,778282,2464528,358949,-12,0.0,0,0.0,0.0,0.0,0.0,201.42,636.525,636.525,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
4770,778391,2385647,312322,-10,93043.89,90000,63450.0,75594.555,0.0,12144.555,2250.0,4320.0,4320.0,82830.51,83620.89,83620.89,6.0,13,0.0,7.0,1.0,Active,0,0
4771,778485,1760973,176236,-10,0.0,135000,0.0,0.0,0.0,0.0,0.0,75.915,75.915,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
4772,779114,1128969,182818,-13,0.0,90000,0.0,0.0,0.0,0.0,0.0,45000.0,42750.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
4773,779131,2056804,181662,-7,453690.63,450000,9000.0,9000.0,0.0,0.0,22563.63,24750.0,24750.0,435522.375,450999.63,450999.63,2.0,2,0.0,0.0,31.0,Active,0,0
4774,779148,2208110,268441,-34,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
4775,779498,1004224,414383,-43,139385.385,135000,450.0,450.0,0.0,0.0,6750.0,6750.0,6750.0,133800.525,139385.385,139385.385,1.0,1,0.0,0.0,58.0,Active,0,0
4776,779552,1188710,334522,-43,152753.76,180000,0.0,0.0,0.0,0.0,10800.0,13500.0,13500.0,146584.44,152753.76,152753.76,0.0,0,0.0,0.0,71.0,Active,0,0
4777,779780,1243187,263339,-42,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41.0,Active,0,0
4778,779896,1007402,204195,-43,1575.0,0,,0.0,,,,,0.0,0.0,1575.0,1575.0,,0,,,,Active,0,0
4779,780167,1810834,288579,-16,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4780,780835,2669907,397606,-9,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4781,780841,2583683,413583,-11,0.0,337500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4782,780907,1672765,428621,-16,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4783,780973,2600639,200590,-14,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4784,781243,2224308,413731,-19,0.0,585000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
4785,781355,1417410,242266,-11,0.0,0,0.0,0.0,0.0,0.0,0.0,321.435,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
